task_id_list	courier_id	total_score	willingness
T0020	C056	21.8663	0.0391
T0015	C029	20.4505	0.1049
T0021,T0026	C033	38.2928	0.1550
T0027	C051	20.5397	0.1322
T0002	C051	19.0868	0.0958
T0026	C046	18.6191	0.1739
T0003,T0005	C009	16.5412	0.0687
T0015,T0028	C049	31.4131	0.1007
T0001,T0018	C022	28.2704	0.1352
T0012,T0019	C050	22.8674	0.0725
T0011	C003	8.0000	0.0387
T0027	C020	13.9352	0.1100
T0003	C008	21.4108	0.1277
T0021	C011	15.4701	0.1498
T0027	C025	13.9123	0.1842
T0015,T0022	C040	29.3264	0.0994
T0012,T0022	C015	40.7285	0.1200
T0017	C011	28.1073	0.1546
T0022,T0024	C013	27.3674	0.0100
T0013	C046	27.4107	0.1883
T0024,T0025	C005	29.3126	0.1573
T0024,T0025	C016	10.0000	0.1572
T0009	C058	15.7137	0.0100
T0024	C056	14.0444	0.1363
T0029	C006	17.0735	0.0251
T0012,T0014	C042	31.0238	0.1297
T0000	C017	10.3983	0.0888
T0012	C024	18.1228	0.0563
T0004,T0021	C011	22.8157	0.1803
T0001,T0005	C042	22.7229	0.1604
T0004	C010	22.1601	0.1136
T0007	C006	32.0847	0.0879
T0013	C028	23.3547	0.0100
T0012,T0019	C027	26.9476	0.1989
T0026	C032	19.9823	0.0636
T0010,T0020	C019	35.7964	0.0517
T0015,T0028	C042	25.6053	0.0432
T0014	C010	10.1433	0.0952
T0015,T0019	C019	22.3078	0.1702
T0015,T0017	C044	21.0937	0.1813
T0026	C033	14.5396	0.0511
T0010,T0020	C044	36.8637	0.1333
T0013,T0029	C007	16.1186	0.0596
T0019	C025	36.2274	0.0100
T0019	C005	25.1707	0.0810
T0015,T0022	C052	25.6515	0.1775
T0009	C033	15.2314	0.1540
T0012,T0014	C011	15.9279	0.0632
T0003,T0021	C055	28.0921	0.2333
T0011	C051	23.9821	0.0100
T0015,T0028	C037	23.3994	0.1276
T0001,T0013	C057	36.4936	0.0100
T0004	C050	28.3653	0.0481
T0005,T0006	C020	22.4322	0.1083
T0027,T0028	C002	26.4943	0.1313
T0008	C019	10.5260	0.0375
T0005	C016	33.6180	0.0637
T0013,T0029	C035	32.0564	0.1676
T0026,T0028	C029	10.0000	0.1529
T0000	C018	24.7615	0.0810
T0013,T0026	C004	33.5650	0.1060
T0017	C014	37.0396	0.1012
T0003,T0021	C035	26.6050	0.1716
T0003,T0021	C040	35.6077	0.0100
T0027	C022	18.8039	0.0441
T0029	C041	8.7480	0.0679
T0028	C016	18.1178	0.0616
T0007,T0009	C029	28.4832	0.0358
T0005,T0011	C024	42.4544	0.1236
T0006	C027	19.5962	0.1733
T0002,T0024	C022	28.7904	0.1256
T0028	C022	19.0381	0.0614
T0015,T0017	C053	19.8187	0.1279
T0002,T0013	C021	36.7424	0.0488
T0000	C057	13.8076	0.0100
T0002	C005	28.0823	0.0950
T0022	C055	10.5962	0.1462
T0007,T0020	C043	18.0828	0.0870
T0003,T0014	C006	27.0116	0.0884
T0016	C014	26.3769	0.0952
T0013	C032	8.5750	0.1607
T0012	C020	26.1032	0.1512
T0001,T0018	C015	17.7205	0.0100
T0023	C024	16.8501	0.1541
T0015,T0019	C010	45.2879	0.1454
T0007,T0020	C000	30.8816	0.0857
T0020	C022	31.9836	0.1282
T0018,T0023	C020	28.3552	0.0702
T0000	C039	22.0725	0.0500
T0023,T0029	C044	12.9242	0.0662
T0015	C045	23.2147	0.1828
T0004	C014	26.0328	0.0510
T0003	C050	27.9629	0.1486
T0004,T0012	C040	46.7484	0.0413
T0020	C011	11.9571	0.0877
T0026,T0028	C032	27.7495	0.0945
T0009,T0017	C016	17.4751	0.1415
T0004,T0012	C026	36.6041	0.1020
T0025	C031	40.3837	0.1987
T0024	C053	8.0000	0.0659
T0001	C002	19.3083	0.0250
T0003,T0014	C014	22.8987	0.2427
T0029	C027	10.2265	0.0341
T0012,T0019	C055	34.0168	0.2277
T0002,T0015	C005	19.5013	0.1049
T0023	C032	17.0250	0.2008
T0025,T0028	C018	28.0435	0.1162
T0009,T0017	C004	29.8441	0.0443
T0006	C025	19.2659	0.0949
T0009	C034	8.8175	0.0609
T0028	C007	12.9538	0.1166
T0024,T0026	C031	20.9672	0.1109
T0001,T0005	C050	32.3188	0.0460
T0005	C050	28.4333	0.1475
T0009,T0017	C026	29.3400	0.0156
T0002	C043	24.1975	0.1439
T0012	C001	29.8022	0.1206
T0022,T0024	C032	24.1736	0.1968
T0001	C005	18.1813	0.0328
T0009,T0017	C054	33.1889	0.1195
T0005,T0011	C046	30.6156	0.1446
T0013,T0014	C014	43.7515	0.0423
T0012	C022	14.3628	0.1290
T0002,T0011	C017	18.5470	0.1192
T0009	C056	18.4440	0.0931
T0022	C057	14.6566	0.0220
T0022,T0024	C014	28.8099	0.1664
T0025	C020	36.9075	0.0519
T0000,T0011	C057	42.5534	0.0451
T0009,T0012	C040	10.0000	0.0149
T0000,T0011	C015	45.9070	0.1338
T0005	C054	14.1274	0.1517
T0025,T0028	C019	31.7051	0.1397
T0004,T0012	C046	25.7039	0.0735
T0024	C020	12.1998	0.0100
T0015	C056	25.9054	0.0675
T0012	C029	30.3066	0.1191
T0005,T0009	C001	15.9888	0.0219
T0000,T0017	C058	38.5100	0.0748
T0013,T0014	C057	21.0296	0.1677
T0003,T0021	C017	13.3229	0.1269
T0002,T0015	C011	20.2065	0.0749
T0001,T0018	C012	18.6357	0.0624
T0002	C047	25.9150	0.0100
T0022	C052	22.1570	0.0800
T0018	C026	21.0104	0.0459
T0022,T0024	C038	19.2497	0.1044
T0012	C049	14.8663	0.0290
T0028	C010	26.0613	0.1031
T0023	C049	11.8042	0.1495
T0022,T0024	C007	26.5278	0.1197
T0009	C032	22.9570	0.1949
T0013	C027	23.3122	0.1106
T0010,T0024	C013	26.5112	0.1171
T0002,T0013	C022	25.0912	0.2046
T0002	C028	8.0000	0.1310
T0024	C023	31.0705	0.0100
T0015,T0028	C016	16.3338	0.1431
T0005,T0006	C015	16.3430	0.0624
T0009	C023	8.0000	0.0761
T0027	C000	31.4124	0.2025
T0002	C040	25.5925	0.1235
T0021,T0026	C032	27.1956	0.0440
T0005	C045	31.1993	0.1604
T0010	C010	43.4758	0.0160
T0004,T0005	C033	19.4178	0.1179
T0011	C022	17.4630	0.0705
T0000,T0011	C019	37.4229	0.0336
T0026	C011	27.6671	0.0509
T0015,T0017	C047	33.2429	0.0803
T0024,T0026	C005	16.2048	0.1209
T0002,T0013	C010	36.5918	0.1594
T0015,T0019	C059	28.8953	0.1087
T0001	C001	28.4935	0.0551
T0027	C048	21.9557	0.0637
T0029	C033	8.0000	0.1491
T0001,T0018	C000	10.0000	0.0930
T0025	C009	21.0226	0.0919
T0007,T0009	C051	34.4201	0.0362
T0000	C049	30.9376	0.1380
T0013,T0026	C010	20.9328	0.0880
T0013,T0014	C033	38.7721	0.1183
T0009,T0021	C052	27.7830	0.1816
T0003	C026	8.0417	0.0880
T0007,T0009	C003	14.1829	0.1406
T0009,T0023	C035	24.0364	0.1241
T0016	C059	28.4755	0.0345
T0011	C052	8.0000	0.1018
T0002,T0023	C014	18.9727	0.0100
T0003,T0005	C036	30.7529	0.0762
T0018,T0023	C012	37.2859	0.1930
T0003	C025	25.5916	0.3209
T0027,T0028	C056	39.3932	0.1110
T0007,T0020	C039	31.9345	0.0527
T0025	C026	31.6799	0.1914
T0022	C006	10.9655	0.2536
T0009	C046	21.7360	0.0424
T0009	C041	12.5640	0.0907
T0012,T0022	C008	30.0376	0.1904
T0018	C001	20.9302	0.0100
T0023	C053	8.0000	0.1704
T0018,T0023	C045	24.4477	0.1461
T0013,T0014	C042	30.4878	0.0941
T0007	C017	23.5757	0.0807
T0012,T0020	C026	13.6421	0.1983
T0004,T0005	C002	30.6009	0.1401
T0007,T0009	C056	32.5477	0.1048
T0012,T0019	C046	34.6798	0.1081
T0007,T0009	C050	30.8769	0.0831
T0015,T0017	C010	37.0496	0.0296
T0012,T0020	C036	33.5817	0.0976
T0026	C017	21.3470	0.1863
T0004	C033	30.7740	0.0858
T0023,T0029	C047	22.8283	0.0344
T0018,T0023	C008	17.4228	0.0218
T0005	C024	32.4516	0.0774
T0009,T0017	C022	31.1752	0.1084
T0013	C040	8.0000	0.0886
T0004,T0005	C008	17.9530	0.1095
T0003	C039	22.6977	0.1300
T0007,T0009	C011	28.2610	0.0431
T0025,T0028	C052	30.3409	0.2090
T0000,T0011	C017	25.7798	0.0880
T0022,T0024	C003	29.9306	0.1723
T0009	C027	25.4588	0.0100
T0013	C058	23.7124	0.1598
T0005,T0011	C008	37.8183	0.1278
T0026	C010	35.3099	0.1737
T0026	C034	28.4375	0.1389
T0028	C055	21.2369	0.0332
T0027,T0028	C048	25.1939	0.0761
T0001,T0005	C007	41.5416	0.1205
T0002	C052	16.4842	0.0165
T0009,T0017	C023	33.7997	0.0775
T0000,T0011	C006	33.8238	0.1234
T0012,T0019	C010	29.1554	0.0909
T0016	C054	9.7640	0.1526
T0027	C005	24.8373	0.1267
T0018	C049	38.6130	0.1426
T0015,T0022	C015	15.6596	0.1598
T0009,T0012	C029	31.4512	0.0376
T0012,T0019	C033	10.5486	0.0357
T0001	C014	22.5932	0.1299
T0013,T0026	C044	14.7622	0.0100
T0023,T0029	C057	29.5339	0.1097
T0023	C057	31.3609	0.1048
T0014	C012	17.8291	0.1616
T0002,T0015	C054	27.3039	0.0100
T0009,T0021	C019	23.4202	0.0100
T0017	C012	13.3604	0.0785
T0013	C038	21.6391	0.1020
T0021	C054	10.4880	0.0935
T0009	C052	19.3735	0.1816
T0014	C040	31.2500	0.0567
T0024	C054	18.0491	0.1301
T0021	C055	11.5427	0.1249
T0016	C007	14.9125	0.0582
T0007,T0009	C039	15.6060	0.0100
T0006	C002	24.0951	0.0872
T0001	C010	30.4270	0.0579
T0009,T0021	C020	34.1444	0.0524
T0009,T0021	C009	27.8418	0.1048
T0014	C001	25.4816	0.0563
T0004,T0021	C028	17.2493	0.0100
T0015,T0019	C021	32.4544	0.1218
T0012,T0020	C052	27.4287	0.0194
T0013,T0014	C004	33.6154	0.0204
T0015	C013	17.9511	0.1259
T0022	C004	12.4689	0.0376
T0009,T0012	C048	28.5109	0.0616
T0018	C030	15.1572	0.1009
T0004	C053	26.7672	0.0637
T0004,T0005	C006	33.6260	0.0987
T0004,T0005	C009	17.8967	0.0100
T0005,T0011	C040	41.1731	0.0100
T0000,T0006	C046	33.2162	0.0956
T0009,T0023	C058	37.1109	0.0978
T0021	C016	23.2681	0.1374
T0003,T0014	C026	38.2394	0.1024
T0000,T0017	C013	24.9431	0.0377
T0024,T0026	C012	27.2220	0.0179
T0015,T0017	C013	20.2341	0.1374
T0022	C050	17.4237	0.0740
T0015,T0028	C010	25.0920	0.1338
T0025,T0028	C035	35.8855	0.1613
T0003,T0005	C045	27.3348	0.0531
T0029	C059	16.5052	0.0404
T0015,T0022	C037	27.4380	0.1630
T0024	C058	18.4546	0.1397
T0015,T0019	C022	34.2451	0.2117
T0013,T0029	C038	22.5672	0.0635
T0004	C018	14.1235	0.1393
T0001,T0005	C001	27.6256	0.1217
T0028	C049	20.1310	0.1730
T0025	C042	28.9778	0.0565
T0010	C009	28.9539	0.1512
T0003,T0021	C047	36.5278	0.1940
T0015	C039	14.0395	0.0100
T0019	C045	8.0000	0.0206
T0014	C000	25.7876	0.0618
T0002,T0023	C012	22.5270	0.1145
T0001	C042	23.6692	0.1273
T0004,T0005	C041	34.2456	0.0432
T0010,T0017	C048	31.1205	0.0568
T0017	C039	13.1743	0.0375
T0020,T0024	C018	17.8801	0.0100
T0008	C043	8.9725	0.1201
T0029	C024	8.0000	0.0155
T0006	C009	21.7143	0.0885
T0008	C027	19.8963	0.1970
T0009,T0023	C043	29.8117	0.1866
T0004,T0021	C048	18.3558	0.0509
T0000,T0006	C044	10.0000	0.1917
T0002,T0015	C018	19.4705	0.1301
T0001,T0013	C041	33.7069	0.1478
T0007,T0020	C058	33.2016	0.0301
T0013,T0014	C000	24.2521	0.1119
T0002,T0013	C032	32.8160	0.0100
T0014	C045	8.0000	0.0100
T0007,T0020	C033	22.9782	0.1414
T0012	C002	28.2162	0.0553
T0010,T0017	C013	14.3328	0.1144
T0001	C052	15.0529	0.0290
T0000	C002	26.7533	0.0203
T0002,T0013	C009	18.7278	0.0958
T0028	C004	25.1966	0.2075
T0027,T0028	C015	25.4294	0.0100
T0003,T0021	C036	32.2791	0.1434
T0007	C029	15.6750	0.0100
T0020	C049	14.4121	0.2007
T0025,T0028	C008	18.5182	0.0726
T0012	C017	33.9009	0.0494
T0015,T0028	C012	17.3159	0.0635
T0007	C050	31.1269	0.2119
T0027	C015	23.5777	0.0571
T0005,T0006	C008	31.5947	0.0100
T0024,T0026	C013	11.7804	0.1072
T0002	C004	15.9534	0.0100
T0009,T0021	C016	39.4373	0.2419
T0009,T0012	C041	11.2377	0.0406
T0015	C046	18.8745	0.0100
T0015,T0017	C006	15.5288	0.1420
T0005	C051	15.0193	0.2361
T0000,T0006	C053	33.3560	0.1556
T0004	C027	16.8761	0.0682
T0015	C055	36.8562	0.1083
T0010	C022	18.9850	0.0768
T0014	C041	10.8525	0.0267
T0018	C059	29.7385	0.0650
T0024,T0026	C025	23.8080	0.0104
T0002,T0011	C056	24.1549	0.1408
T0009,T0012	C051	31.3386	0.0259
T0003,T0015	C031	34.1056	0.0422
T0023,T0029	C053	31.4093	0.0916
T0016,T0022	C037	23.7087	0.1729
T0009,T0023	C057	40.0551	0.1088
T0001,T0013	C058	23.4752	0.1391
T0000	C052	17.8921	0.1472
T0005,T0009	C045	16.4819	0.1583
T0004	C043	16.4219	0.1071
T0016	C002	25.7208	0.1279
T0022	C045	27.6876	0.0570
T0023	C017	19.8613	0.1609
T0028	C013	24.5962	0.0192
T0021,T0026	C031	24.4633	0.0930
T0012,T0022	C027	21.1846	0.0690
T0001,T0005	C059	19.4498	0.1779
T0007	C055	27.1387	0.0726
T0018,T0023	C029	20.3048	0.0707
T0021	C040	22.0954	0.1388
T0005	C028	20.6870	0.1050
T0024	C025	16.1356	0.2198
T0002,T0011	C042	14.9233	0.1052
T0005	C029	20.7519	0.1260
T0027,T0028	C030	31.6139	0.1500
T0024	C055	13.7002	0.0100
T0013,T0029	C018	18.5871	0.1639
T0026,T0028	C028	26.1002	0.1707
T0022	C043	39.7703	0.1603
T0000	C009	26.1661	0.0945
T0016	C021	20.4900	0.1703
T0024,T0025	C008	40.3801	0.0598
T0013,T0029	C006	23.2540	0.1559
T0017	C020	22.7487	0.1194
T0000,T0011	C056	19.7714	0.0929
T0020	C057	16.3023	0.0556
T0009,T0023	C010	39.9677	0.2133
T0027	C054	24.5586	0.2389
T0012,T0022	C050	28.2679	0.0100
T0026,T0028	C048	27.8476	0.1064
T0006	C055	26.9592	0.1781
T0016	C005	9.8389	0.0434
T0018	C035	27.0501	0.1749
T0002,T0015	C009	24.0551	0.0961
T0002,T0011	C049	35.3137	0.0404
T0007	C019	25.2416	0.0587
T0006	C028	33.8318	0.1235
T0002	C053	31.3285	0.0997
T0007,T0020	C036	30.6672	0.0889
T0023,T0029	C029	27.7903	0.0879
T0005	C039	27.0810	0.0100
T0010	C021	12.4655	0.1013
T0009	C039	18.3139	0.0817
T0003	C002	8.0000	0.0572
T0012	C012	8.0000	0.0597
T0002,T0011	C023	18.5116	0.0883
T0023	C016	14.1566	0.0771
T0015,T0019	C007	25.3905	0.0224
T0000,T0011	C012	10.0000	0.1246
T0024,T0026	C033	19.8796	0.1510
T0002,T0024	C007	31.0639	0.0694
T0020,T0024	C000	23.1539	0.0607
T0012,T0014	C048	23.7482	0.1511
T0003,T0015	C020	18.2027	0.1887
T0000,T0011	C029	37.2719	0.1953
T0018	C023	9.2727	0.1829
T0017	C042	16.0521	0.0219
T0005,T0009	C017	26.4947	0.2391
T0002,T0013	C011	23.3422	0.0100
T0024,T0026	C000	33.5153	0.1724
T0002,T0011	C011	27.3601	0.0914
T0027,T0028	C024	31.8374	0.0100
T0003	C005	22.8211	0.1210
T0021,T0026	C046	25.5370	0.0100
T0008	C004	23.0612	0.0100
T0012,T0014	C045	29.3848	0.0100
T0010,T0024	C043	20.2231	0.0355
T0003,T0005	C026	33.5128	0.1392
T0009,T0017	C058	17.5345	0.0566
T0002,T0013	C055	25.2111	0.0319
T0012,T0014	C006	24.6363	0.1123
T0010	C004	23.0737	0.0607
T0007	C059	25.8370	0.1549
T0004,T0021	C020	36.2790	0.1007
T0001	C026	28.9767	0.1762
T0015,T0022	C025	23.0145	0.2412
T0017	C047	19.4371	0.1038
T0009,T0021	C040	21.5253	0.1377
T0021	C059	24.5072	0.1029
T0002,T0011	C012	22.9130	0.1507
T0009	C024	31.8002	0.1714
T0026	C044	25.5026	0.0919
T0015,T0022	C023	15.3934	0.1352
T0003	C017	21.8872	0.0627
T0018	C057	29.0564	0.1142
T0024	C032	8.0000	0.0215
T0016	C058	10.1158	0.1955
T0015,T0017	C042	33.2775	0.0100
T0005,T0009	C048	18.8865	0.0100
T0019	C049	23.0673	0.0641
T0014	C021	24.6953	0.1712
T0015	C041	28.8721	0.0715
T0010	C052	26.4658	0.0100
T0028	C052	39.0498	0.0100
T0010,T0024	C022	26.4146	0.0777
T0011	C000	32.7065	0.0945
T0023	C004	23.6528	0.0888
T0005,T0006	C029	33.6246	0.0794
T0002,T0015	C016	27.1380	0.0681
T0001,T0013	C003	39.5382	0.1153
T0009	C013	26.9099	0.1962
T0008	C022	25.8635	0.0884
T0008	C044	17.3432	0.0843
T0000,T0006	C037	31.1588	0.1028
T0015,T0019	C009	33.1951	0.0957
T0013	C008	37.1092	0.1914
T0026	C055	8.0000	0.2050
T0011	C027	12.3473	0.0382
T0021	C008	29.1983	0.0840
T0027,T0028	C055	36.9524	0.0801
T0001,T0005	C004	27.2197	0.0776
T0008	C031	24.1102	0.0680
T0015	C001	27.3716	0.0974
T0012,T0022	C007	15.1938	0.0258
T0005,T0009	C030	22.4449	0.0100
T0017	C019	15.7688	0.0508
T0018,T0023	C034	22.5344	0.0100
T0008	C035	34.1541	0.1585
T0013,T0029	C025	38.4461	0.1762
T0012,T0019	C043	23.1854	0.1751
T0029	C028	23.0348	0.1173
T0001,T0005	C058	36.7811	0.0100
T0010,T0017	C052	26.9198	0.1576
T0025	C022	20.8955	0.0174
T0012,T0020	C047	32.5683	0.1254
T0006	C001	32.3959	0.1011
T0002,T0011	C051	12.4530	0.1603
T0007,T0020	C012	21.3347	0.1154
T0001,T0018	C017	26.1413	0.0100
T0007	C015	33.7947	0.1626
T0029	C048	11.6101	0.1633
T0015,T0017	C054	17.9575	0.0586
T0021,T0026	C009	44.6254	0.1206
T0027,T0028	C021	20.3959	0.0517
T0003,T0015	C036	24.0720	0.0462
T0006	C041	24.0396	0.0969
T0001,T0013	C043	35.5216	0.1170
T0027	C012	14.8198	0.0377
T0015,T0022	C035	29.0816	0.1164
T0004	C040	30.7976	0.1456
T0018,T0023	C002	44.0082	0.0408
T0003,T0005	C056	26.1711	0.1170
T0002	C021	28.4962	0.1590
T0009,T0012	C032	35.7691	0.1141
T0012,T0014	C039	24.2972	0.1506
T0003,T0005	C012	23.5845	0.1933
T0018,T0023	C007	20.4369	0.0851
T0014	C020	16.2348	0.0783
T0001,T0018	C055	21.3944	0.1511
T0022	C019	22.6492	0.0326
T0003,T0005	C007	37.5908	0.0551
T0005,T0011	C023	23.9202	0.0736
T0007,T0020	C013	24.1760	0.0607
T0017	C024	27.0652	0.0744
T0009,T0017	C052	25.1337	0.0157
T0025	C054	13.2178	0.0686
T0004	C020	27.4821	0.1292
T0005,T0006	C019	17.3383	0.0594
T0000	C040	23.1124	0.1249
T0025	C024	17.0518	0.0846
T0008	C018	18.6496	0.1550
T0008	C059	24.2425	0.0301
T0016,T0022	C025	30.2396	0.2036
T0013	C022	9.9192	0.1522
T0005,T0006	C035	15.2819	0.0616
T0026	C021	23.4245	0.1186
T0022,T0024	C000	27.9604	0.1135
T0015,T0017	C033	32.8553	0.1191
T0011	C009	23.1514	0.0217
T0000	C021	15.2902	0.0100
T0007	C058	24.1869	0.1418
T0012,T0020	C042	20.3658	0.1028
T0015	C051	23.7617	0.0374
T0004,T0012	C052	26.3155	0.0130
T0011	C037	33.9555	0.0636
T0015	C025	24.6745	0.0160
T0013	C001	26.8404	0.0100
T0017	C048	36.1437	0.1790
T0015,T0017	C017	32.8993	0.0452
T0010,T0017	C044	37.1278	0.1401
T0004,T0005	C034	21.0800	0.1390
T0016	C039	21.9696	0.0736
T0019	C043	32.9452	0.0720
T0010,T0017	C033	23.1449	0.0559
T0002	C025	31.7007	0.1229
T0012	C010	14.3102	0.1119
T0002,T0011	C008	17.1279	0.0933
T0016	C036	14.6194	0.0312
T0008	C037	16.9419	0.1686
T0025	C010	21.2722	0.1696
T0025	C013	11.3669	0.0100
T0005	C033	34.5995	0.0822
T0009	C015	22.0827	0.1061
T0013	C021	12.7702	0.1353
T0020,T0024	C044	20.4145	0.1226
T0002,T0015	C035	27.3173	0.1835
T0015,T0022	C050	28.8989	0.1940
T0022	C011	8.0000	0.1258
T0012,T0020	C033	27.9673	0.0486
T0001,T0018	C038	10.0000	0.0389
T0003,T0005	C039	22.0095	0.1265
T0003,T0014	C000	29.4304	0.0519
T0025,T0028	C056	19.1506	0.1017
T0004,T0021	C015	35.9184	0.0511
T0020	C010	27.1831	0.0253
T0020,T0024	C011	25.4048	0.0940
T0025,T0028	C007	34.3622	0.1134
T0013,T0026	C038	30.8097	0.1523
T0005	C049	22.6907	0.1109
T0013	C007	26.6043	0.1273
T0027	C028	24.4728	0.0391
T0001,T0005	C055	28.3823	0.0527
T0012	C005	11.4586	0.0207
T0016	C028	18.5127	0.0828
T0023,T0029	C022	16.1192	0.2579
T0002,T0024	C057	30.5743	0.0496
T0019	C050	29.4084	0.0796
T0026	C013	12.6701	0.0959
T0026	C014	8.0000	0.0771
T0013,T0026	C031	37.2314	0.0821
T0009,T0017	C013	31.4248	0.1116
T0006	C011	18.2755	0.1756
T0013,T0026	C059	40.9928	0.0996
T0021,T0026	C029	21.7682	0.1405
T0009,T0012	C033	16.0343	0.1206
T0013,T0026	C026	10.0000	0.1163
T0002,T0015	C048	21.1290	0.1085
T0000	C034	20.8993	0.0860
T0021,T0026	C018	13.4409	0.1052
T0021,T0026	C041	25.5756	0.0868
T0026	C020	21.7809	0.1425
T0003,T0021	C034	21.9455	0.0753
T0002,T0011	C054	10.0000	0.1180
T0004	C030	29.6574	0.2204
T0013	C055	16.9085	0.0358
T0006	C020	27.6641	0.1219
T0022,T0024	C039	30.9053	0.0785
T0014	C046	26.7242	0.2420
T0001	C023	16.0736	0.0945
T0020	C006	30.7374	0.1181
T0000,T0011	C034	36.3817	0.0431
T0000	C008	25.0946	0.1381
T0022	C048	8.7081	0.1288
T0025,T0028	C038	29.6516	0.1053
T0003,T0015	C044	17.7748	0.1071
T0000	C026	23.0584	0.0866
T0024	C009	26.5563	0.1412
T0007,T0020	C057	36.4845	0.1331
T0020	C037	20.2390	0.0268
T0015,T0028	C003	32.0356	0.1252
T0009	C007	8.1478	0.0100
T0020	C052	8.0000	0.1258
T0012,T0022	C049	26.2276	0.1109
T0005,T0011	C044	20.3868	0.0613
T0000,T0006	C031	14.9870	0.0628
T0000,T0017	C040	41.0091	0.0100
T0010,T0017	C041	23.3571	0.1673
T0010,T0017	C047	19.9524	0.1662
T0022	C000	8.0000	0.1156
T0002	C012	34.8796	0.1017
T0023	C002	18.0066	0.1301
T0006	C056	29.0421	0.0562
T0009,T0012	C037	20.7854	0.2230
T0004,T0021	C035	27.1986	0.0105
T0000	C037	36.3026	0.0948
T0019	C037	26.7015	0.1143
T0018,T0023	C038	26.6172	0.1391
T0011	C015	28.6813	0.0782
T0007	C018	15.3247	0.0827
T0012,T0019	C012	33.8831	0.0663
T0015,T0028	C032	36.8917	0.1068
T0011	C043	22.3730	0.0100
T0005	C008	37.6278	0.1253
T0023	C034	24.7233	0.0380
T0013,T0029	C016	22.8211	0.1192
T0023	C030	17.6381	0.0413
T0007,T0009	C027	30.6595	0.0396
T0022	C049	28.0109	0.2053
T0005,T0011	C012	28.0283	0.1380
T0004	C052	20.1920	0.0504
T0012,T0022	C059	22.4991	0.1697
T0009,T0017	C041	29.3191	0.0100
T0023	C022	21.0388	0.1037
T0016,T0022	C039	24.0686	0.1391
T0004	C021	17.9444	0.0971
T0001	C012	15.1835	0.1294
T0026	C005	18.7956	0.0105
T0004,T0021	C003	16.3675	0.0543
T0010	C040	29.6192	0.1161
T0015	C004	9.6897	0.0471
T0012	C000	26.9907	0.0828
