task_id_list	courier_id	total_score	willingness
T0002	C002	42.9144	0.4511
T0010,T0038	C011	44.3081	0.5188
T0006,T0011	C005	45.2876	0.5717
T0013,T0024	C017	26.2175	0.5361
T0001,T0005	C006	37.9520	0.7384
T0004,T0026	C013	21.9158	0.5320
T0001,T0007	C010	32.8674	0.5736
T0009,T0028	C013	47.4666	0.3071
T0004,T0030	C017	23.6819	0.5795
T0000,T0032	C015	63.4683	0.4244
T0010,T0027	C005	17.4182	0.7328
T0015,T0017	C015	32.0223	0.6617
T0010,T0016	C017	36.2667	0.7086
T0025	C019	24.4359	0.6239
T0015	C018	9.3232	0.5458
T0004,T0030	C006	48.4334	0.5887
T0017,T0023	C007	32.2361	0.5875
T0017,T0037	C018	34.5830	0.6390
T0001,T0036	C011	22.2073	0.6315
T0006,T0013	C018	39.1862	0.3722
T0012,T0016	C017	25.9014	0.6645
T0032,T0038	C006	29.0002	0.5387
T0032,T0034	C011	10.0000	0.5587
T0029,T0036	C001	45.0543	0.3900
T0014,T0038	C011	44.1319	0.6095
T0002,T0038	C007	28.6906	0.2834
T0019,T0037	C004	18.7074	0.6953
T0032	C017	17.6101	0.6313
T0011,T0031	C008	35.6158	0.5307
T0012,T0022	C000	32.8137	0.6488
T0012,T0026	C000	52.3314	0.5419
T0001,T0011	C015	36.5021	0.5626
T0012,T0023	C011	19.8458	0.2451
T0023,T0032	C014	19.4198	0.3120
T0020,T0037	C006	10.0000	0.2327
T0031,T0038	C013	27.6214	0.5418
T0024	C012	8.0000	0.6750
T0005,T0026	C015	13.5664	0.6907
T0002	C015	34.5797	0.6558
T0026,T0028	C000	44.6083	0.5717
T0004,T0030	C005	29.3011	0.4120
T0005	C007	41.1685	0.2924
T0026,T0028	C006	35.9004	0.7175
T0037	C014	26.1228	0.7698
T0038,T0039	C008	41.9650	0.9203
T0003	C012	17.9068	0.6537
T0019	C013	20.9902	0.4205
T0025,T0029	C011	22.3668	0.6585
T0000,T0005	C003	22.4059	0.7097
T0033,T0035	C007	17.1879	0.6855
T0003,T0016	C016	22.5954	0.4855
T0021	C017	44.1979	0.5519
T0014,T0021	C017	10.0000	0.6188
T0000,T0013	C014	38.1822	0.6279
T0007,T0023	C009	12.7133	0.6172
T0003,T0025	C011	22.4928	0.4191
T0002,T0030	C014	15.8540	0.4345
T0037,T0039	C006	41.2691	0.5789
T0016	C001	19.9215	0.6858
T0001,T0031	C013	31.4649	0.3982
T0024,T0030	C004	10.0000	0.6699
T0013,T0033	C008	38.9251	0.4080
T0032	C012	30.8819	0.4896
T0007,T0009	C002	39.8342	0.6927
T0026	C010	26.6172	0.4077
T0012,T0023	C015	22.3342	0.6119
T0000,T0032	C001	25.8469	0.3987
T0000,T0024	C009	37.7409	0.5312
T0002,T0015	C014	38.3016	0.6648
T0003,T0022	C004	26.1415	0.3393
T0005,T0036	C019	20.5109	0.9506
T0024,T0034	C001	24.2105	0.7402
T0001,T0030	C000	36.0773	0.4341
T0027,T0032	C015	42.4576	0.6090
T0014,T0025	C007	36.6629	0.5429
T0005,T0024	C001	18.3812	0.4140
T0001,T0017	C006	28.3001	0.6493
T0026	C013	26.7244	0.5375
T0002	C019	33.4842	0.0100
T0012,T0032	C018	24.9541	0.5357
T0019,T0039	C011	25.1960	0.8008
T0021	C002	16.1015	0.6402
T0032,T0034	C017	50.6507	0.2965
T0013,T0032	C008	51.1143	0.6102
T0001,T0013	C000	18.2754	0.5201
T0010	C011	35.7670	0.5532
T0001,T0036	C009	32.5254	0.4571
T0011,T0021	C003	59.9477	0.6401
T0006,T0013	C006	36.2978	0.4325
T0035,T0039	C013	42.8105	0.3062
T0028,T0038	C002	10.0000	0.5927
T0015,T0039	C001	23.5707	0.6321
T0004,T0039	C014	42.2826	0.7240
T0037,T0039	C004	59.6191	0.6056
T0011,T0025	C004	29.8980	0.6885
T0018	C006	23.5389	0.2222
T0008,T0039	C019	33.0773	0.5290
T0003,T0016	C011	10.0000	0.6945
T0014,T0036	C004	25.2310	0.6848
T0012,T0022	C019	24.5416	0.3776
T0003,T0037	C002	29.3030	0.6424
T0034	C011	19.4911	0.4912
T0017,T0032	C016	33.4418	0.4756
T0019,T0037	C013	20.4640	0.4972
T0003	C002	14.2145	0.5892
T0010,T0036	C013	10.0000	0.6485
T0031,T0038	C001	16.5726	0.4919
T0038	C000	42.9264	0.5801
T0028,T0037	C000	49.6830	0.5236
T0001,T0022	C001	44.4799	0.7644
T0002,T0016	C003	23.6143	0.4180
T0020	C007	11.9533	0.6977
T0016	C016	17.9584	0.4758
T0036,T0038	C017	23.6619	0.8488
T0004,T0028	C006	45.2473	0.3242
T0003,T0007	C010	45.8114	0.5329
T0033,T0035	C017	42.1129	0.6519
T0008	C006	27.7889	0.4748
T0019,T0025	C009	36.1065	0.5869
T0017,T0018	C004	40.7147	0.7463
T0019,T0024	C019	21.4578	0.5052
T0027,T0032	C014	31.3913	0.0900
T0035,T0039	C012	30.3331	0.7682
T0004,T0018	C011	26.7150	0.3841
T0011	C006	19.0075	0.5621
T0001,T0024	C005	20.8150	0.4044
T0002	C010	9.0241	0.5158
T0013,T0019	C008	35.4584	0.5858
T0009,T0039	C015	10.0000	0.8309
T0017,T0018	C011	43.1153	0.3493
T0018,T0029	C016	10.0000	0.5837
T0013,T0024	C018	51.4178	0.5021
T0013,T0034	C017	43.1201	0.0853
T0014,T0038	C018	37.9416	0.5723
T0017,T0037	C007	43.1414	0.8893
T0023,T0032	C011	37.5236	0.5481
T0022	C010	28.8894	0.6318
T0013,T0036	C000	42.1323	0.5710
T0017,T0029	C002	34.8247	0.2120
T0017,T0029	C010	30.4919	0.4771
T0005,T0020	C018	43.5905	0.2620
T0026,T0028	C002	34.5443	0.4181
T0033,T0035	C000	36.6115	0.2403
T0017,T0029	C000	12.4984	0.8154
T0033,T0037	C005	45.1919	0.2374
T0018	C008	41.3471	0.7410
T0001,T0028	C011	13.3886	0.5010
T0013,T0036	C017	32.4588	0.4571
T0007,T0009	C007	26.1921	0.6654
T0021	C018	13.1712	0.6476
T0011	C009	17.3380	0.5295
T0011,T0031	C011	25.9050	0.1964
T0007,T0009	C011	41.5202	0.4013
T0001,T0036	C018	17.7410	0.4841
T0010,T0016	C007	26.2596	0.5588
T0000	C001	35.5813	0.4142
T0012,T0022	C012	40.5020	0.5774
T0011	C012	25.5421	0.3178
T0019,T0025	C011	21.4668	0.6625
T0012,T0026	C004	45.2615	0.5389
T0022,T0023	C009	27.9575	0.6298
T0014,T0036	C005	43.0551	0.5897
T0009,T0020	C014	10.0000	0.8272
T0015,T0033	C018	49.0871	0.2839
T0010	C013	36.2028	0.4446
T0014,T0036	C018	38.2454	0.1818
T0000,T0038	C013	26.3036	0.6023
T0027,T0032	C000	54.5832	0.5191
T0020,T0025	C015	25.3024	0.7719
T0003,T0016	C019	36.4093	0.5386
T0012,T0015	C000	48.2706	0.3080
T0017,T0021	C006	34.5657	0.7232
T0005,T0026	C014	36.4871	0.9796
T0026	C018	36.3401	0.5851
T0037	C007	13.6031	0.1782
T0021,T0034	C001	17.3422	0.8795
T0013,T0024	C006	33.6894	0.3227
T0005,T0036	C002	19.8593	0.5408
T0000,T0009	C000	20.6735	0.5395
T0029	C019	22.8524	0.2015
T0002,T0015	C002	33.8091	0.3782
T0025	C013	12.0174	0.4485
T0005,T0016	C009	24.7732	0.4315
T0025,T0032	C005	14.7380	0.6676
T0014,T0029	C010	44.4132	0.7363
T0000,T0013	C016	39.0901	0.5353
T0016,T0029	C018	36.9092	0.4639
T0002	C018	20.1030	0.7328
T0012,T0032	C014	48.2131	0.4564
T0022,T0023	C001	34.3040	0.4695
T0003,T0023	C012	26.9218	0.4773
T0018,T0031	C003	42.3935	0.2927
T0004,T0016	C002	40.4216	0.4100
T0019,T0037	C005	17.4615	0.4975
T0007,T0009	C017	49.2791	0.3035
T0003	C003	33.0021	0.1779
T0001,T0038	C000	10.0000	0.3051
T0007,T0013	C002	30.1657	0.5346
T0004,T0024	C010	10.0000	0.5875
T0009,T0027	C005	37.1578	0.5651
T0001,T0038	C011	18.1390	0.5723
T0004,T0016	C007	25.2353	0.4060
T0001,T0005	C002	49.6573	0.5358
T0031,T0039	C003	48.5726	0.2189
T0001,T0028	C009	33.1078	0.5360
T0007,T0011	C012	48.2645	0.5983
T0025,T0028	C004	33.7937	0.5564
T0019,T0020	C002	18.8807	0.4580
T0010,T0038	C019	42.2231	0.6232
T0004,T0039	C001	34.3809	0.4866
T0039	C012	40.4604	0.4565
T0009,T0015	C004	36.3499	0.4109
T0021,T0036	C014	16.9931	0.6789
T0000,T0015	C001	16.6615	0.4856
T0006,T0013	C007	34.0678	0.4219
T0005,T0036	C016	41.4691	0.4265
T0003,T0022	C012	60.5333	0.5632
T0005,T0016	C017	16.6145	0.9259
T0007,T0011	C019	33.1990	0.6880
T0024,T0028	C005	17.3127	0.5826
T0012,T0016	C005	34.4303	0.1389
T0028,T0033	C009	10.0000	0.4742
T0023,T0037	C010	23.0218	0.4813
T0021,T0036	C019	17.3073	0.4313
T0027,T0032	C007	30.3893	0.4593
T0013,T0028	C000	48.5520	0.3642
T0031,T0038	C010	19.5874	0.5992
T0019,T0020	C018	36.8368	0.3649
T0019,T0021	C012	39.7790	0.4334
T0029	C011	14.9532	0.4350
T0015	C002	20.7303	0.4986
T0014,T0025	C011	60.3057	0.3055
T0013,T0024	C011	48.4166	0.4276
T0011,T0016	C013	38.3500	0.4602
T0023	C008	29.7230	0.8273
T0030	C018	18.7001	0.8411
T0034,T0038	C004	28.8581	0.2847
T0002,T0016	C017	45.6699	0.3260
T0026,T0035	C003	37.2049	0.5630
T0022,T0036	C015	15.2978	0.5201
T0010	C002	9.4579	0.3275
T0012	C014	44.7504	0.7650
T0037	C015	46.5850	0.4042
T0024	C003	13.0915	0.5057
T0003,T0007	C000	35.9240	0.6368
T0002,T0015	C019	30.8673	0.4301
T0007,T0009	C015	31.4260	0.2854
T0003,T0032	C006	17.1313	0.2438
T0017,T0018	C008	25.6703	0.4528
T0039	C005	8.9286	0.2680
T0003,T0004	C011	30.9117	0.6503
T0008	C014	19.2558	0.6534
T0026,T0028	C009	57.8522	0.6953
T0005,T0026	C017	42.3388	0.5406
T0020,T0025	C006	35.0002	0.4501
T0005	C018	8.3891	0.3081
T0010,T0027	C016	34.6124	0.3575
T0028,T0037	C003	28.5509	0.6828
T0004,T0016	C019	36.0501	0.3833
T0007,T0015	C005	50.3263	0.4970
T0021,T0036	C016	34.3144	0.5562
T0017,T0029	C015	43.2979	0.3695
T0001,T0005	C008	34.5482	0.5021
T0005	C015	8.0000	0.4024
T0001,T0036	C013	55.5148	0.3929
T0023,T0027	C007	37.1549	0.3233
T0003,T0032	C014	27.2886	0.4454
T0005,T0032	C007	34.6259	0.5154
T0003,T0019	C013	19.6950	0.2746
T0003,T0019	C008	15.2411	0.3049
T0029	C000	26.0427	0.7381
T0004,T0038	C015	33.6778	0.5326
T0009,T0036	C004	39.2419	0.6786
T0004,T0021	C010	45.5012	0.3157
T0009,T0023	C016	49.8832	0.3981
T0006,T0030	C014	45.0537	0.6307
T0037,T0039	C013	33.1464	0.3349
T0032,T0033	C002	26.1420	0.6235
T0034,T0038	C006	34.0008	0.4691
T0032,T0033	C014	40.5267	0.5025
T0021,T0034	C010	34.8348	0.4210
T0007,T0014	C016	44.8556	0.6711
T0019,T0021	C005	17.7628	0.5903
T0028,T0035	C016	20.3167	0.3491
T0001,T0022	C019	36.9919	0.4141
T0002,T0030	C004	20.9734	0.7023
T0001,T0015	C001	39.7639	0.6369
T0029	C014	22.8359	0.5534
T0004,T0038	C002	27.7196	0.6745
T0000	C007	8.0000	0.5636
T0004,T0016	C010	35.2144	0.5293
T0004,T0012	C014	11.2287	0.6644
T0036	C013	31.1684	0.6439
T0022,T0023	C004	43.7173	0.8209
T0002,T0012	C000	41.3575	0.7088
T0008,T0019	C003	37.2727	0.3106
T0036,T0038	C018	19.0686	0.5288
T0010,T0038	C014	33.8206	0.5966
T0001,T0031	C017	45.8535	0.5271
T0014	C008	32.6567	0.3803
T0013,T0024	C012	33.6062	0.6177
T0020,T0037	C002	26.6409	0.3787
T0010	C018	45.5851	0.5046
T0000,T0024	C010	18.5663	0.0392
T0004,T0030	C014	25.2697	0.2307
T0002,T0038	C010	32.0467	0.6466
T0020,T0025	C004	32.5717	0.5751
T0033,T0035	C006	23.4274	0.7603
T0016,T0035	C018	26.6675	0.3408
T0023,T0037	C013	15.7680	0.5213
T0029,T0036	C014	34.5149	0.6334
T0005,T0026	C011	28.6466	0.1336
T0011	C016	25.5948	0.2928
T0012,T0038	C006	33.2954	0.3598
T0005,T0008	C009	13.0262	0.2656
T0030	C009	29.9396	0.4457
T0009,T0036	C005	35.8318	0.3371
T0001,T0035	C015	41.4199	0.5134
T0019	C002	42.9632	0.4878
T0008,T0009	C008	13.1776	0.8656
T0020,T0033	C008	29.4350	0.7230
T0000,T0038	C017	21.9738	0.2891
T0008,T0032	C001	10.0000	0.3597
T0025,T0029	C003	27.4298	0.5999
T0018	C018	15.1862	0.5500
T0007,T0011	C003	18.3965	0.5436
T0030,T0032	C018	34.4387	0.3938
T0005,T0016	C018	61.3739	0.1780
T0011,T0032	C001	40.5234	0.5071
T0007,T0016	C005	24.4243	0.5656
T0009,T0012	C014	42.1020	0.3971
T0001,T0030	C016	16.6776	0.5209
T0002	C008	8.8557	0.8208
T0022,T0036	C019	19.1160	0.7716
T0002,T0039	C014	30.8195	0.6646
T0025,T0028	C000	25.4134	0.3478
T0025	C006	33.7942	0.6197
T0002,T0038	C002	23.6475	0.4604
T0003,T0022	C018	20.4289	0.7592
T0030,T0032	C016	10.0000	0.5241
T0010	C007	29.4119	0.2573
T0011,T0021	C012	48.2261	0.5609
T0026,T0035	C002	21.2575	0.5101
T0025	C018	22.8160	0.6118
T0002,T0015	C000	37.0909	0.2326
T0015,T0033	C011	10.0000	0.5663
T0006,T0030	C000	38.9441	0.2544
T0006,T0013	C001	19.4086	0.4897
T0020,T0033	C009	33.9543	0.3359
T0003	C014	8.0000	0.6767
T0006	C017	40.2638	0.1193
T0026,T0028	C004	20.3123	0.5041
T0020,T0025	C014	26.3291	0.5460
T0024,T0032	C011	35.0533	0.3516
T0007	C019	39.2255	0.3485
T0023	C006	30.6011	0.4653
T0002,T0010	C009	31.1929	0.5991
T0037	C013	20.6365	0.3762
T0004,T0016	C012	48.2038	0.4121
T0001,T0007	C001	39.5320	0.5844
T0017,T0018	C002	26.2142	0.1831
T0004,T0016	C011	48.5470	0.2050
T0038,T0039	C019	41.6806	0.6628
T0011,T0036	C007	29.9462	0.5480
T0032,T0035	C016	27.2923	0.3936
T0025,T0028	C010	38.2441	0.2260
T0017,T0019	C017	29.6320	0.6773
T0020,T0023	C012	33.8525	0.3553
T0026,T0037	C002	16.6779	0.4378
T0000,T0028	C011	34.7730	0.4688
T0028,T0037	C014	31.5629	0.1568
T0018,T0039	C018	21.8388	0.3529
T0019,T0020	C017	32.2948	0.5622
T0019,T0023	C011	25.5343	0.7778
T0031	C019	38.1543	0.3819
T0026	C002	23.9172	0.3783
T0019,T0021	C007	24.3361	0.7600
T0014,T0036	C013	44.3467	0.5119
T0007,T0038	C001	26.8031	0.4050
T0009,T0023	C002	42.7476	0.5852
T0025	C015	37.7536	0.3753
T0011,T0024	C014	41.2536	0.1921
T0015	C008	24.9762	0.3774
T0011,T0036	C005	28.2393	0.4994
T0018,T0032	C005	18.6972	0.2508
T0029	C015	23.8107	0.6255
T0004,T0030	C010	28.7215	0.9142
T0019,T0024	C008	20.6562	0.5322
T0025,T0032	C000	21.3798	0.6995
T0003,T0032	C000	19.1889	0.6003
T0014,T0038	C010	16.0629	0.3820
T0030,T0032	C012	31.7912	0.5208
T0005,T0039	C003	31.8471	0.3587
T0008,T0019	C015	10.0000	0.4778
T0004	C005	21.6474	0.2893
T0005,T0032	C018	35.3480	0.5731
T0003,T0004	C006	32.1477	0.6580
T0001,T0036	C016	41.8455	0.4735
T0003	C006	25.6358	0.5669
T0003,T0025	C001	41.6599	0.4790
T0029,T0037	C002	34.6411	0.6591
T0005,T0032	C014	30.7366	0.5293
T0013,T0033	C000	19.4116	0.1527
T0016,T0027	C000	18.1001	0.4758
T0007,T0015	C001	52.6886	0.6187
T0017,T0037	C004	29.4497	0.7070
T0001	C009	11.9988	0.3824
T0012,T0032	C005	11.5560	0.2779
T0016	C000	28.1817	0.4937
T0003	C019	28.9303	0.6330
T0031,T0036	C013	24.1971	0.6121
T0004	C007	21.1371	0.4863
T0020,T0025	C011	41.0395	0.3799
T0001,T0011	C016	29.7776	0.3375
T0025,T0028	C013	27.8701	0.5916
T0006,T0025	C000	56.0090	0.2650
T0004	C016	8.0000	0.4163
T0010,T0027	C008	28.4601	0.2027
T0020,T0033	C007	43.0716	0.5989
T0029,T0031	C018	23.0791	0.2347
T0014	C018	12.2292	0.2630
T0018	C013	38.5562	0.5436
T0012,T0018	C019	40.0441	0.6985
T0017	C001	43.9619	0.4145
T0001,T0028	C013	35.2064	0.4594
T0012,T0014	C004	30.9761	0.2924
T0013,T0019	C017	48.6707	0.7381
T0003,T0019	C010	15.2830	0.6548
T0010,T0036	C000	12.3758	0.6150
T0006,T0037	C016	36.1804	0.5796
T0006,T0022	C006	20.5624	0.7177
T0009,T0033	C002	37.7702	0.4628
T0009	C019	32.2613	0.5926
T0013,T0030	C003	30.5009	0.7212
T0035,T0038	C010	33.1860	0.4950
T0004,T0026	C001	45.7692	0.4000
T0013	C005	34.1158	0.3585
T0002,T0015	C004	34.4683	0.2227
T0028,T0038	C013	39.1958	0.5923
T0009,T0036	C018	16.6042	0.5938
T0008,T0019	C008	35.5338	0.6088
T0002,T0035	C010	21.3893	0.5061
T0013,T0019	C005	62.7905	0.7461
T0028	C009	25.3051	0.4638
T0001,T0005	C014	31.8147	0.5986
T0002,T0035	C015	46.2147	0.5823
T0001,T0013	C016	11.1994	0.4052
T0003,T0025	C019	45.6216	0.3722
T0020	C001	34.9730	0.4774
T0012,T0038	C001	10.0000	0.3950
T0006,T0037	C019	20.4015	0.5884
T0006,T0022	C011	54.4226	0.3747
T0003,T0022	C011	24.7001	0.4965
T0031,T0036	C000	24.8420	0.4161
T0015,T0017	C016	27.4318	0.3702
T0004,T0011	C003	46.4801	0.3319
T0003,T0019	C005	31.5550	0.5083
T0001,T0007	C014	37.8235	0.7194
T0004,T0039	C002	36.6379	0.4436
T0025,T0028	C011	17.6351	0.5707
T0018,T0029	C000	38.7651	0.5848
T0038,T0039	C009	23.0854	0.8053
T0006	C008	28.8871	0.6234
T0036	C014	25.0932	0.3167
T0019,T0039	C001	31.5591	0.4489
T0013	C009	21.9959	0.2586
T0003,T0023	C014	24.5682	0.4372
T0012	C017	12.4218	0.8369
T0031,T0036	C001	19.0648	0.3266
T0032,T0038	C003	31.1009	0.2586
T0034,T0038	C002	46.1013	0.6055
T0014,T0025	C004	10.0000	0.5637
T0015,T0039	C008	30.7320	0.3548
T0017,T0018	C007	25.1559	0.2263
T0006,T0011	C008	29.3237	0.4733
T0005,T0036	C014	33.9440	0.3184
T0031	C010	33.2247	0.5588
T0013,T0030	C012	14.2317	0.8475
T0017,T0018	C001	26.1092	1.0000
T0018,T0032	C017	40.5985	0.4054
T0029,T0033	C009	25.3930	0.5507
T0009,T0036	C003	36.6475	0.6712
T0038	C010	27.2326	0.6044
T0002,T0039	C000	33.1126	0.4539
T0019,T0021	C000	42.6747	0.5452
T0019,T0024	C005	19.4374	0.2982
T0019,T0039	C006	26.6745	0.6847
T0026,T0035	C009	22.8818	0.2838
T0005,T0037	C017	15.0889	0.3985
T0037,T0039	C014	33.7935	0.4544
T0012,T0018	C011	19.3989	0.4394
T0002,T0012	C005	13.8698	0.4849
T0004,T0018	C001	20.3589	0.5981
T0017	C015	38.2826	0.5584
T0011,T0016	C006	48.0289	0.4168
T0004,T0012	C001	41.4848	0.4567
T0011,T0021	C013	10.0602	0.3891
T0025	C016	10.3579	0.3263
T0014,T0038	C003	41.8767	0.4056
T0007	C015	33.8786	0.3203
T0034,T0038	C016	45.3867	0.5729
T0019,T0023	C019	45.1647	0.6374
T0010,T0036	C004	45.7399	0.7403
T0030	C008	19.7946	0.6784
T0004,T0011	C000	31.5275	0.1397
T0004,T0024	C007	31.9060	0.5878
T0030	C017	25.3271	0.6273
T0025,T0032	C008	18.1456	0.3169
T0022	C006	35.9908	0.5294
T0028,T0031	C018	10.0000	0.5109
T0006,T0030	C005	26.6160	0.4640
T0021,T0034	C006	18.8761	0.4940
T0005	C001	8.0000	0.7732
T0000,T0023	C007	10.0000	0.4140
T0029,T0037	C019	42.9578	0.6633
T0038	C001	42.8535	0.3018
T0032,T0035	C013	39.6080	0.4023
T0004,T0039	C000	22.2222	0.5612
T0030,T0035	C004	21.9242	0.3318
T0026,T0033	C015	28.1019	0.4369
T0015,T0024	C012	25.8130	0.6938
T0013,T0023	C017	25.1026	0.3990
T0018,T0029	C015	37.8805	0.6675
T0000,T0005	C011	42.5140	0.3379
T0010,T0018	C004	11.7775	0.5791
T0035,T0038	C001	24.5577	0.6114
T0011,T0032	C000	32.8480	0.4436
T0019,T0037	C006	60.9341	0.6210
T0024,T0028	C019	41.2088	0.5467
T0023,T0027	C005	56.4294	0.3922
T0017,T0032	C012	37.4693	0.6628
T0000,T0025	C004	27.7658	0.3868
T0032	C013	14.3170	0.6459
T0008	C009	11.1049	0.1211
T0020,T0033	C001	34.3822	0.6094
T0006,T0025	C002	34.6877	0.3508
T0007,T0011	C000	25.8078	0.6290
T0035,T0038	C008	37.9530	0.4765
T0005,T0008	C006	40.1677	0.7100
T0033	C001	41.0898	0.7517
T0001,T0031	C010	47.3220	0.2555
T0013,T0034	C009	32.4717	0.4540
T0029,T0031	C007	44.1324	0.6190
T0006,T0013	C019	40.4204	0.3490
T0004,T0012	C003	11.9290	0.3525
T0024,T0027	C015	11.3294	0.7189
T0012,T0038	C017	21.4688	0.4794
T0010,T0018	C009	22.9323	0.6116
T0005	C016	21.3427	0.3201
T0034,T0038	C012	16.8991	0.4405
T0003,T0022	C006	54.1728	0.4646
T0011,T0025	C011	28.0860	0.5086
T0003,T0037	C011	34.0153	0.4462
T0009,T0027	C010	44.4676	0.6465
T0035	C016	22.1495	0.4518
T0010,T0018	C012	32.8530	0.6529
T0035,T0038	C016	40.3848	0.5420
T0009,T0023	C010	60.7795	0.1242
T0013	C012	24.1074	0.6090
T0007,T0016	C001	34.4645	0.2497
T0013,T0028	C010	55.8538	0.4110
T0018,T0023	C011	38.1227	0.5048
T0028,T0037	C011	24.8467	0.4939
T0009,T0015	C011	38.8323	0.7510
T0032,T0035	C005	35.5382	0.3155
T0002	C016	17.7911	0.3796
T0000,T0038	C003	12.3676	0.2484
T0017	C002	9.5290	0.4560
T0001,T0038	C017	28.9478	0.5162
T0005,T0024	C016	36.1561	0.6126
T0001,T0030	C011	45.3994	0.7908
T0008,T0024	C006	20.4784	0.6333
T0024,T0039	C002	43.2827	0.1682
T0004	C017	25.1822	0.7497
T0027,T0032	C001	29.4185	0.0939
T0016,T0035	C013	17.8122	0.2957
T0012,T0015	C011	35.4209	0.6860
T0005,T0032	C016	25.6834	0.5496
T0001,T0038	C003	19.8204	0.4373
T0017,T0029	C016	45.5183	0.7187
T0016,T0027	C012	35.7677	0.5616
T0033,T0037	C003	41.8490	0.8892
T0011,T0036	C010	44.6953	0.6205
T0026	C005	15.9161	0.5642
T0000,T0024	C016	22.6703	0.4728
T0012	C007	8.0000	0.3173
T0000,T0032	C008	42.9430	0.3943
T0024,T0032	C009	26.5496	0.2252
T0025,T0029	C008	21.8831	0.4837
T0032	C018	37.3006	0.2051
T0014,T0036	C000	20.9244	0.6203
T0022	C011	29.4288	0.4966
T0023,T0032	C017	22.0183	0.7389
T0028,T0037	C005	17.3131	0.6060
T0008,T0030	C010	33.3188	0.5172
T0006,T0030	C006	22.2045	0.0353
T0031	C001	49.0156	0.5563
T0015,T0017	C011	69.0762	0.1403
T0024	C017	25.3019	0.4112
T0022	C014	47.6569	0.5160
