task_id_list	courier_id	total_score	willingness
T0008,T0015	C001	25.8968	0.1680
T0015,T0027	C057	16.7389	0.6283
T0012,T0037	C012	17.3901	0.2998
T0009,T0035	C025	25.4910	0.2201
T0031,T0032	C042	30.4115	0.0127
T0020	C040	24.1223	0.4727
T0021,T0023	C008	22.4794	0.2783
T0005,T0030	C027	30.2904	0.5673
T0006,T0015	C072	22.6478	0.4716
T0003,T0036	C000	41.5275	0.4013
T0005,T0014	C078	30.1580	0.5911
T0015,T0019	C031	29.8941	0.3243
T0015	C019	29.0017	0.3589
T0034,T0035	C043	44.2632	0.0793
T0009	C059	12.2454	0.7886
T0003,T0023	C062	42.2105	0.3456
T0023,T0029	C075	33.0557	0.1028
T0028,T0033	C065	28.6531	0.4890
T0005,T0015	C054	26.0644	0.1599
T0013,T0017	C023	51.3437	0.5168
T0009	C069	27.5486	0.5367
T0022,T0025	C003	43.8868	0.4380
T0005,T0010	C036	42.3080	0.4626
T0035,T0037	C002	32.2625	0.3595
T0010,T0035	C039	56.2433	0.1663
T0004	C079	15.3020	0.4852
T0005,T0016	C000	22.0306	0.5388
T0004,T0024	C053	16.8388	0.4941
T0027	C042	24.7016	0.0913
T0011,T0018	C066	10.0000	0.0393
T0022,T0036	C033	28.1291	0.5790
T0039	C054	36.2682	0.5363
T0006,T0008	C014	14.7797	0.1318
T0031,T0039	C073	45.6666	0.5909
T0023	C024	27.3458	0.5473
T0002,T0014	C063	41.8659	0.3226
T0004,T0024	C002	28.9175	0.5462
T0014,T0015	C020	43.8555	0.1517
T0018	C021	13.6584	0.4115
T0019	C006	15.4329	0.4929
T0005,T0032	C054	44.8119	0.1216
T0036	C031	19.0174	0.5285
T0013,T0027	C006	47.4022	0.5139
T0013,T0029	C013	17.2114	0.4411
T0012,T0033	C020	32.4080	0.5372
T0013,T0038	C003	36.1745	0.0100
T0001,T0014	C037	47.8044	0.2333
T0016,T0023	C079	47.5023	0.6142
T0024,T0033	C068	32.4065	0.5533
T0012	C012	25.1968	0.4301
T0029,T0037	C020	32.7430	0.4252
T0023,T0027	C042	35.3509	0.0658
T0012,T0038	C000	49.4500	0.1400
T0027,T0035	C014	12.8962	0.6326
T0012,T0038	C034	49.5527	0.5797
T0032,T0033	C024	15.9492	0.3730
T0025	C055	8.0000	0.2586
T0023	C072	36.1260	0.4455
T0013,T0029	C076	25.1478	0.2004
T0013,T0017	C022	11.5941	0.5974
T0018,T0032	C068	41.0654	0.4766
T0007,T0026	C056	42.9536	0.3865
T0025	C018	16.9570	0.2083
T0005,T0012	C045	50.0402	0.6799
T0005,T0015	C047	37.8197	0.9201
T0027,T0035	C015	37.7610	0.3234
T0014,T0036	C050	41.4995	0.6836
T0009,T0020	C004	25.6092	0.2720
T0005,T0023	C009	35.0624	0.2051
T0025,T0037	C011	39.1823	0.3684
T0008,T0032	C014	32.8785	0.2440
T0013,T0034	C079	40.4193	0.3569
T0002,T0010	C070	41.9656	0.4059
T0019	C022	26.5667	0.2091
T0007,T0024	C076	26.4180	0.1204
T0008,T0032	C030	31.8726	0.4869
T0028,T0034	C015	26.3748	0.2992
T0005,T0027	C074	17.8642	0.3766
T0006	C040	19.5126	0.0798
T0000	C012	19.7442	0.6014
T0012,T0036	C068	35.2743	0.5691
T0001,T0027	C043	39.6590	0.5833
T0015,T0019	C044	53.9171	0.2179
T0023,T0032	C014	52.6004	0.0100
T0028	C074	35.6891	0.6668
T0018,T0038	C056	14.5729	0.3850
T0025,T0028	C041	32.4884	0.0652
T0039	C005	8.0000	0.3843
T0035	C050	46.1094	0.5270
T0014,T0029	C009	10.0000	0.0100
T0033,T0037	C048	10.0000	0.3905
T0005,T0010	C000	59.3855	0.4107
T0001,T0006	C032	47.3319	0.4930
T0012,T0031	C075	17.2811	0.5547
T0006,T0035	C036	50.0054	0.0408
T0005,T0036	C011	50.0674	0.1628
T0015,T0025	C023	12.9870	0.2884
T0006,T0032	C045	57.2305	0.5440
T0005,T0029	C000	26.4479	0.2742
T0010,T0026	C069	44.1674	0.2596
T0008	C008	21.2294	0.0100
T0015,T0025	C024	51.7711	0.8345
T0009	C063	40.6521	0.2346
T0021,T0037	C048	36.6726	0.4659
T0010	C047	13.7511	0.3405
T0019,T0034	C039	25.2167	0.4431
T0021,T0037	C025	27.9600	0.3686
T0024,T0035	C049	30.9044	0.5924
T0025,T0038	C012	14.8048	0.1221
T0037	C021	22.7524	0.3429
T0025,T0039	C040	20.2277	0.2705
T0015	C052	28.0100	0.6182
T0014,T0021	C028	18.4444	0.2186
T0002	C056	14.3609	0.2187
T0027,T0030	C009	10.0000	0.3732
T0019	C018	8.3531	0.0100
T0019,T0030	C030	33.2066	0.5114
T0015,T0030	C046	44.7896	0.4783
T0004,T0037	C023	40.8443	0.2826
T0030	C017	29.4667	0.4614
T0005,T0036	C014	39.6531	0.5712
T0002,T0018	C034	25.1960	0.4110
T0008,T0032	C015	36.1819	0.2336
T0015,T0016	C025	11.4916	0.2298
T0008	C018	34.3328	0.4720
T0034,T0039	C029	30.8530	0.5965
T0037	C007	33.8206	0.5384
T0008,T0031	C013	34.1857	0.0282
T0012,T0029	C014	21.0077	0.5904
T0023,T0032	C061	27.9665	0.5394
T0026,T0027	C074	20.9048	0.6265
T0004,T0013	C033	34.9825	0.2314
T0012	C054	14.9271	0.3349
T0013,T0034	C072	48.8174	0.4787
T0006	C014	31.6343	0.4682
T0010,T0017	C006	24.6033	0.6747
T0009,T0036	C064	18.0043	0.2793
T0012	C037	16.6546	0.3096
T0009,T0016	C014	33.7640	0.2991
T0008,T0029	C024	37.1308	0.2587
T0034,T0035	C065	43.1087	0.3808
T0021,T0023	C041	40.2597	0.5736
T0016,T0039	C061	61.5161	0.2793
T0003,T0009	C057	30.8114	0.3130
T0017,T0019	C031	41.8407	0.2422
T0034,T0035	C048	42.5659	0.5065
T0017,T0022	C071	53.9763	0.3444
T0030	C059	32.2613	0.1511
T0029,T0037	C010	35.8374	0.4836
T0001,T0003	C025	54.2465	0.3061
T0009,T0036	C030	24.0252	0.5280
T0015,T0016	C060	37.5869	0.5667
T0003,T0023	C025	44.6254	0.2749
T0010,T0039	C041	44.1400	0.0602
T0007,T0020	C060	36.8627	0.4162
T0015,T0016	C020	23.8873	0.4737
T0025,T0039	C061	23.7149	0.4869
T0027,T0035	C076	38.9538	0.1895
T0008,T0010	C074	27.9685	0.3233
T0024	C036	31.6879	0.5306
T0001	C051	8.0000	0.4414
T0013,T0038	C050	44.9364	0.4672
T0018,T0032	C052	37.2762	0.4655
T0005,T0028	C027	42.8955	0.5307
T0003,T0028	C040	53.4992	0.2692
T0034,T0035	C053	41.9848	0.1614
T0032,T0034	C006	39.5589	0.3212
T0016	C048	28.2297	0.4112
T0024,T0028	C029	13.5321	0.5013
T0005,T0019	C017	28.2383	0.2949
T0031	C072	23.5527	0.2428
T0001	C058	27.6561	0.2018
T0012,T0026	C041	50.3533	0.2896
T0016,T0039	C066	19.5734	0.1765
T0006,T0019	C063	34.9450	0.2805
T0013,T0029	C045	48.4413	0.1416
T0001,T0003	C047	54.9540	0.2849
T0005,T0014	C040	30.1745	0.4722
T0025,T0039	C013	17.0272	0.1897
T0028,T0033	C016	44.4171	0.2997
T0014,T0022	C029	16.2922	0.3059
T0012,T0031	C053	41.0075	0.1112
T0039	C072	53.8107	0.4437
T0014	C001	29.8596	0.5763
T0002,T0015	C067	39.2533	0.5388
T0000,T0009	C032	37.4213	0.3234
T0035	C013	16.1054	0.1155
T0023,T0025	C009	39.8433	0.3814
T0030	C035	25.1550	0.0887
T0026,T0027	C075	19.4028	0.8245
T0016	C043	35.2258	0.0985
T0033	C023	38.4830	0.3633
T0005,T0015	C073	24.7653	0.0100
T0023	C074	8.0000	0.1409
T0016	C008	8.0000	0.3211
T0023,T0025	C030	52.4262	0.3965
T0007,T0026	C059	35.5497	0.5991
T0004,T0026	C025	21.4399	0.2693
T0005,T0010	C048	33.7960	0.5582
T0013,T0035	C033	39.6608	0.4799
T0028,T0039	C069	40.6147	0.2903
T0017,T0022	C028	21.9050	0.4189
T0018,T0032	C041	49.1656	0.3662
T0005,T0028	C013	43.9916	0.0673
T0022,T0035	C071	18.6630	0.3568
T0003,T0018	C039	20.4992	0.4476
T0024	C020	10.8110	0.3384
T0033,T0037	C072	30.1194	0.3988
T0008,T0012	C010	10.0000	0.3707
T0032,T0036	C005	58.7577	0.4758
T0007,T0032	C069	38.6279	0.5688
T0023,T0027	C064	26.5082	0.0100
T0008,T0032	C064	40.2531	0.1187
T0012,T0016	C032	40.8877	0.2688
T0038	C005	38.7824	0.4582
T0016,T0029	C058	46.4347	0.9062
T0018,T0032	C016	25.7886	0.2725
T0027	C029	53.1203	0.3996
T0003,T0029	C079	16.8327	0.2813
T0028	C058	16.9398	0.3611
T0032	C017	8.0000	0.7758
T0019,T0034	C022	10.0000	0.3018
T0013,T0035	C067	38.9717	0.1451
T0033	C008	30.6591	0.3567
T0001,T0022	C079	12.9840	0.5939
T0033,T0037	C049	30.1882	0.0285
T0005,T0019	C067	25.7217	0.5828
T0009,T0021	C035	33.5877	0.0100
T0005,T0022	C059	28.5050	0.6001
T0022,T0024	C024	29.5098	0.2252
T0006	C048	32.5472	0.3986
T0023	C077	34.9342	0.4057
T0008,T0010	C065	25.7309	0.3781
T0015,T0029	C001	34.6580	0.4109
T0005,T0027	C055	10.7195	0.6264
T0010,T0039	C029	37.4385	0.2170
T0003,T0028	C048	23.1547	0.2838
T0004,T0026	C030	39.5740	0.4278
T0029,T0037	C038	23.7799	0.2330
T0005,T0010	C070	51.6819	0.1635
T0011,T0035	C026	34.5000	0.3050
T0022	C026	29.6425	0.0491
T0018,T0032	C030	25.6262	0.3566
T0025,T0028	C068	33.4551	0.2085
T0012,T0031	C078	35.3040	0.4341
T0016,T0038	C056	47.6834	0.3115
T0018,T0039	C041	34.1844	0.3525
T0029	C012	30.7690	0.5038
T0015,T0018	C027	38.9728	0.4507
T0019	C000	27.2484	0.4554
T0000,T0033	C011	52.0954	0.2776
T0036	C006	19.0550	0.3287
T0039	C051	26.5134	0.7570
T0003	C072	15.2518	0.5259
T0007,T0032	C034	36.8324	0.3073
T0025,T0039	C068	16.0988	0.5867
T0015,T0027	C032	45.1110	0.2333
T0005,T0027	C063	10.0000	0.2474
T0002,T0005	C070	31.0429	0.0100
T0001	C068	13.2687	0.2235
T0000,T0025	C068	22.1858	0.3499
T0000,T0033	C064	37.5493	0.0827
T0003	C069	30.1627	0.7930
T0002,T0014	C005	33.3975	0.5496
T0005,T0022	C023	35.8772	0.3470
T0001,T0014	C052	37.9886	0.4528
T0024,T0028	C058	35.9786	0.4382
T0007,T0032	C008	24.4645	0.1793
T0014	C031	17.3098	0.4723
T0031,T0039	C019	29.0145	0.2948
T0005,T0036	C074	45.7655	0.3824
T0004,T0037	C074	36.6868	0.3198
T0014,T0015	C077	54.1250	0.1190
T0013	C064	14.6934	0.1490
T0023,T0025	C037	29.4247	0.2024
T0035	C031	20.3769	0.7751
T0006	C000	8.0000	0.1651
T0017,T0022	C061	42.2180	0.2571
T0025	C030	16.0499	0.2464
T0000,T0025	C045	38.3871	0.0100
T0013,T0034	C005	26.5763	0.3510
T0013	C036	19.7623	0.3051
T0027,T0035	C022	36.2028	0.3818
T0036	C075	30.9833	0.0100
T0023	C073	22.6261	0.2516
T0017	C046	34.3410	0.4552
T0024	C047	36.9462	0.6752
T0025	C073	9.8264	0.0100
T0006,T0019	C064	26.0125	0.0806
T0022,T0025	C032	20.3469	0.3135
T0022,T0025	C052	59.8110	0.5306
T0008,T0021	C024	17.2058	0.0290
T0018,T0038	C016	30.1569	0.5026
T0006	C002	30.7780	0.1262
T0005,T0030	C070	52.4902	0.1996
T0004,T0038	C008	42.9498	0.4298
T0019,T0026	C006	32.3742	0.4216
T0003,T0028	C021	37.3394	0.3600
T0003,T0009	C056	30.9445	0.4839
T0031,T0032	C035	50.0229	0.3418
T0013,T0017	C011	43.9290	0.0990
T0028,T0039	C022	36.7003	0.3100
T0028,T0031	C010	50.2512	0.0100
T0013,T0029	C071	31.7516	0.2445
T0009,T0020	C011	31.0754	0.4145
T0022	C072	11.0052	0.9307
T0012,T0030	C013	27.7579	0.5266
T0032,T0036	C053	27.7924	0.0902
T0009,T0018	C035	14.3434	0.4773
T0005	C070	21.8315	0.5961
T0000,T0022	C035	35.1358	0.2100
T0019,T0032	C020	27.1204	0.5348
T0021	C012	18.1246	0.4981
T0010,T0032	C003	24.9492	0.2982
T0025,T0028	C006	32.8158	0.0100
T0015	C020	31.7927	0.4211
T0022,T0025	C039	48.9131	0.4938
T0013,T0026	C026	30.0427	0.3841
T0017,T0020	C049	73.6753	0.4331
T0026	C034	18.7109	0.2149
T0012,T0029	C077	17.9699	0.6159
T0003,T0018	C034	47.0030	0.3590
T0005,T0036	C025	32.3078	0.8715
T0000,T0025	C048	35.7089	0.0100
T0005,T0010	C032	44.4529	0.2686
T0017,T0026	C079	22.7963	0.1068
T0005,T0027	C031	35.4478	0.5981
T0005,T0007	C046	21.7112	0.0193
T0014,T0022	C011	13.9592	0.3221
T0032,T0033	C068	25.6418	0.0100
T0036	C018	30.8080	0.5562
T0025	C008	15.7440	0.5402
T0026	C039	45.4078	0.4605
T0011,T0014	C027	42.9926	0.6027
T0007,T0024	C027	22.3044	0.4897
T0013,T0029	C033	28.9761	0.2036
T0021,T0037	C077	46.4005	0.8031
T0006,T0035	C054	36.6102	0.5384
T0002,T0018	C004	22.9078	0.4681
T0008,T0031	C055	35.3844	0.0874
T0015	C005	36.5261	0.2550
T0006,T0013	C063	17.6544	0.4844
T0034	C071	21.3802	0.6246
T0035	C070	46.8303	0.3469
T0039	C013	11.8060	0.4106
T0031	C032	50.6268	0.1694
T0027,T0030	C035	20.9602	0.3136
T0011	C009	29.9876	0.1099
T0025,T0028	C032	33.1193	0.4296
T0017,T0038	C014	17.7355	0.4012
T0019,T0032	C026	38.4548	0.4202
T0030,T0034	C017	39.7654	0.2741
T0005,T0019	C046	27.4868	0.1677
T0025,T0039	C006	36.4854	0.3740
T0024	C062	8.7884	0.2835
T0009	C064	24.1213	0.2578
T0033,T0037	C050	16.2495	0.3077
T0008,T0012	C060	29.3792	0.5440
T0021,T0034	C023	42.4744	0.6489
T0039	C046	38.8881	0.5214
T0011,T0035	C059	21.9991	0.2179
T0017,T0026	C012	33.7265	0.6218
T0018,T0024	C031	31.7136	0.4424
T0014,T0036	C013	38.7702	0.5550
T0012,T0016	C060	28.3171	0.3622
T0033	C029	8.6157	0.5768
T0019,T0032	C058	50.7522	0.1897
T0010,T0017	C034	22.4637	0.2160
T0012,T0026	C051	40.6457	0.4153
T0025	C033	15.4424	0.3398
T0009,T0023	C072	24.1040	0.4092
T0014,T0029	C026	54.9548	0.5680
T0003	C075	21.0217	0.0100
T0003,T0018	C025	40.9154	0.5615
T0016,T0038	C018	28.4077	0.0100
T0009,T0031	C020	46.4685	0.3929
T0005,T0012	C024	58.7956	0.5186
T0015,T0022	C051	21.1726	0.0100
T0006,T0013	C024	25.5700	0.1121
T0011,T0022	C075	17.7284	0.1979
T0008,T0022	C079	48.1864	0.3633
T0009,T0036	C038	36.8376	0.2238
T0015,T0025	C018	32.9989	0.2326
T0014,T0032	C063	38.1318	0.0542
T0025,T0038	C046	37.2077	0.3284
T0002,T0010	C030	14.0395	0.4364
T0012,T0038	C058	31.7102	0.1439
T0015,T0025	C045	21.8769	0.0100
T0013,T0029	C078	24.0953	0.4540
T0010	C022	37.0068	0.5329
T0014,T0036	C061	57.2771	0.6037
T0006,T0015	C077	21.1742	0.3137
T0012,T0029	C078	19.0969	0.2602
T0026,T0027	C030	27.1801	0.4093
T0005,T0028	C017	17.3819	0.5448
T0032	C058	20.4404	0.1459
T0016	C055	8.0000	0.3303
T0014	C011	14.1495	0.3994
T0002,T0015	C079	29.1268	0.1550
T0022,T0024	C020	33.6723	0.0917
T0019,T0034	C005	23.8891	0.1651
T0008,T0012	C024	18.4584	0.2712
T0025,T0038	C036	30.2306	0.1261
T0011,T0022	C054	22.0140	0.1006
T0002,T0018	C047	29.2559	0.4544
T0015,T0029	C076	26.1156	0.4151
T0026,T0027	C008	34.2864	0.3394
T0003,T0031	C017	18.3817	0.3674
T0009,T0020	C047	32.5882	0.4105
T0001,T0022	C039	16.8269	0.2708
T0000,T0009	C033	36.3138	0.6230
T0028,T0033	C059	22.6212	0.2406
T0010,T0032	C034	59.3733	0.3086
T0012,T0036	C074	26.1894	0.4483
T0003,T0028	C037	17.6618	0.3668
T0017,T0038	C008	19.8087	0.1574
T0018,T0030	C056	14.2392	0.5684
T0015,T0018	C020	56.2050	0.1298
T0029,T0037	C036	42.7756	0.1864
T0015,T0027	C019	10.9134	0.7008
T0004,T0037	C078	36.1125	0.5811
T0005,T0014	C057	21.2182	0.2570
T0030	C077	8.0000	0.0100
T0005,T0032	C041	28.9484	0.3368
T0003,T0023	C035	20.0019	0.3510
T0031,T0032	C012	42.0082	0.5417
T0001,T0022	C078	24.4555	0.1607
T0033,T0037	C060	12.1204	0.7199
T0010,T0029	C014	33.9573	0.1503
T0000,T0022	C020	25.1000	0.1397
T0025	C019	27.8079	0.1814
T0027	C074	34.1587	0.5678
T0002,T0005	C021	24.9446	0.3750
T0002,T0014	C057	28.5930	0.6239
T0025,T0037	C069	53.2680	0.1308
T0022,T0027	C072	43.9797	0.5053
T0035	C005	44.1216	0.0917
T0006	C010	14.8429	0.4079
T0014,T0017	C037	28.2648	0.1997
T0012,T0031	C055	27.1098	0.5325
T0023,T0029	C001	34.5925	0.0372
T0015,T0022	C056	27.3489	0.5292
T0029	C058	8.0000	0.5192
T0016,T0029	C066	30.6566	0.2687
T0007	C068	24.3832	0.1545
T0003,T0028	C019	33.7605	0.5309
T0005,T0015	C045	32.2359	0.3398
T0018,T0039	C077	10.0000	0.2001
T0012,T0038	C059	37.2026	0.0649
T0004,T0037	C028	47.1827	0.0100
T0008,T0011	C020	19.9573	0.2421
T0007,T0024	C078	29.1499	0.4710
T0008,T0015	C022	48.3089	0.3202
T0016,T0039	C027	18.9934	0.2148
T0007,T0026	C026	25.0574	0.1079
T0032,T0035	C045	27.8856	0.4349
T0000	C028	11.1832	0.3432
T0017	C079	27.1773	0.4513
T0008,T0011	C057	30.8559	0.4297
T0021,T0034	C063	10.0000	0.5890
T0025,T0039	C042	11.2351	0.2601
T0012,T0015	C042	59.2635	0.4549
T0016,T0023	C058	20.4056	0.4204
T0034,T0035	C075	14.5410	0.4412
T0004,T0026	C017	14.6998	0.0706
T0004,T0037	C001	30.9055	0.2910
T0016	C062	45.2018	0.0582
T0008,T0014	C044	48.5653	0.2724
T0015	C050	48.7817	0.4742
T0000	C073	19.7719	0.0633
T0012,T0026	C018	33.2280	0.2195
T0005,T0007	C024	43.4834	0.4681
T0001,T0024	C018	42.6520	0.3893
T0024,T0035	C051	46.8237	0.0100
T0009,T0036	C059	43.2860	0.0943
T0008,T0014	C016	14.1005	0.6617
T0014,T0017	C054	31.1820	0.4386
T0032,T0034	C045	33.2760	0.3203
T0006,T0035	C047	41.7331	0.0100
T0006,T0019	C066	34.8120	0.3924
T0023,T0025	C033	25.6554	0.0100
T0019	C064	22.9032	0.0100
T0032	C073	38.1900	0.7038
T0009	C044	11.5612	0.0610
T0009,T0012	C075	27.6483	0.3970
T0032,T0036	C017	24.0846	0.7019
T0006,T0035	C043	35.2309	0.2301
T0006,T0032	C025	28.6460	0.3038
T0008,T0010	C021	28.1563	0.0100
T0025	C035	24.3015	0.3759
T0012,T0031	C047	33.7291	0.0100
T0027,T0035	C048	43.2442	0.5371
T0024,T0034	C052	27.4056	0.2172
T0010,T0029	C037	34.2937	0.0100
T0017,T0019	C066	51.4433	0.4492
T0019,T0030	C033	59.9973	0.3975
T0031,T0032	C071	41.3946	0.4354
T0001,T0022	C021	10.5138	0.3362
T0031,T0039	C021	41.4737	0.0738
T0007	C008	40.4835	0.2463
T0009	C052	25.9028	0.6514
T0011,T0022	C036	10.0000	0.4393
T0026,T0037	C031	21.0284	1.0000
T0005	C022	16.3059	0.3242
T0029	C067	26.1097	0.2218
T0026	C074	8.0000	0.1367
T0008,T0010	C024	36.7925	0.4677
T0006,T0012	C014	31.2457	0.5848
T0024,T0033	C021	51.4488	0.0100
T0010,T0029	C045	38.4350	0.2475
T0017,T0019	C049	38.3248	0.2992
T0005,T0028	C032	25.2252	0.5102
T0014	C002	16.7898	0.3431
T0006,T0013	C051	22.0708	0.3454
T0031,T0037	C055	37.3675	0.0100
T0013,T0038	C021	43.3615	0.4151
T0026,T0032	C064	16.2634	0.3261
T0009	C079	29.5760	0.4291
