task_id_list	courier_id	total_score	willingness
T0009,T0031	C068	27.6883	0.5238
T0026,T0039	C018	51.4514	0.4979
T0010	C058	22.7643	0.4044
T0004,T0023	C035	52.7553	0.4374
T0033,T0039	C068	10.0000	0.5659
T0000,T0031	C026	36.7512	0.3023
T0019,T0030	C010	13.7779	0.3717
T0011,T0035	C026	40.8519	0.5379
T0012	C008	19.7621	0.5767
T0005,T0015	C019	18.9612	0.3039
T0000	C001	13.0017	0.3065
T0029	C010	25.4238	0.1625
T0015,T0016	C013	36.3636	0.1355
T0017	C072	25.4911	0.4454
T0015,T0039	C046	27.7292	0.0191
T0008,T0010	C068	40.2687	0.4323
T0014,T0029	C065	37.0575	0.3939
T0000,T0029	C046	45.2492	0.2512
T0029,T0038	C052	45.5095	0.0100
T0023	C047	26.1678	0.1918
T0000,T0023	C017	22.0958	0.2894
T0031	C019	8.0000	0.6338
T0034,T0035	C058	49.7375	0.4068
T0003,T0005	C058	47.4861	0.0100
T0011,T0017	C055	34.6814	0.4003
T0029,T0036	C056	34.6823	0.7617
T0014	C009	32.8928	0.1632
T0012,T0021	C079	45.1706	0.1831
T0009,T0038	C019	41.0064	0.5109
T0028,T0035	C001	40.4204	0.1822
T0030,T0037	C046	28.1084	0.4849
T0001	C045	35.0726	0.3042
T0025,T0029	C021	32.5182	0.5538
T0001,T0026	C012	10.0000	0.2527
T0012,T0039	C079	29.4886	0.4625
T0020	C021	25.8619	0.4296
T0002,T0030	C061	26.6728	0.3501
T0022,T0030	C071	19.6257	0.6325
T0015,T0016	C047	23.2596	0.2858
T0036	C000	21.3167	0.4812
T0003,T0029	C014	36.9747	0.3492
T0006,T0011	C046	29.2498	0.2082
T0012,T0020	C051	35.0732	0.0615
T0029	C061	19.2076	0.3079
T0002,T0018	C034	49.3408	0.5768
T0006,T0015	C045	11.3002	0.1184
T0022,T0025	C033	14.3553	0.5508
T0005,T0013	C070	33.3789	0.5982
T0016,T0020	C058	32.6859	0.2004
T0026,T0039	C019	52.4116	0.6379
T0009,T0038	C014	37.8788	0.4673
T0018,T0020	C052	36.8425	0.3358
T0011,T0028	C062	36.5121	0.5495
T0031,T0032	C003	36.6471	0.5440
T0014,T0025	C016	43.4886	0.3946
T0005,T0015	C005	32.4641	0.8852
T0009	C074	19.3307	0.3175
T0020,T0029	C022	17.8506	0.6818
T0003,T0015	C057	39.2826	0.1785
T0018,T0039	C009	21.1365	0.7428
T0004	C013	19.0221	0.4716
T0026	C053	41.3796	0.7244
T0022	C002	8.0000	0.1006
T0005	C069	28.4784	0.2701
T0022	C015	33.1408	0.3500
T0007,T0009	C071	38.8532	0.3358
T0015	C001	23.9599	0.3325
T0025,T0036	C052	17.8279	0.1031
T0036	C032	33.0589	0.7299
T0031,T0032	C060	39.6178	0.4115
T0003	C070	24.2443	0.7501
T0009	C006	26.7946	0.2292
T0003,T0034	C031	18.9676	0.0835
T0021,T0038	C002	39.8285	0.3326
T0001,T0027	C051	24.3757	0.6166
T0004,T0023	C053	32.9857	0.3096
T0022,T0026	C030	54.7286	0.2801
T0000,T0032	C041	25.2165	0.0100
T0002,T0031	C063	25.7556	0.3673
T0017,T0023	C062	20.5046	0.2037
T0009,T0012	C062	35.1713	0.6873
T0020,T0027	C031	26.7738	0.1923
T0015,T0027	C065	41.7275	0.3744
T0010	C017	17.6360	0.5334
T0011,T0017	C053	46.9834	0.4495
T0008,T0010	C005	36.1662	0.0100
T0036	C054	32.6997	0.4339
T0000,T0031	C009	60.5468	0.4188
T0003,T0034	C035	36.0987	0.3825
T0008,T0020	C049	36.0010	0.5191
T0009,T0036	C073	28.8581	0.1108
T0010,T0019	C034	14.2958	0.0733
T0004,T0022	C049	29.1199	0.4082
T0003,T0035	C077	43.8860	0.2642
T0024,T0030	C002	35.6222	0.2350
T0025	C049	10.1746	0.0890
T0020,T0027	C063	38.0770	0.3849
T0012,T0013	C039	23.7150	0.4672
T0020	C020	14.1930	0.4216
T0028,T0031	C026	32.1959	0.1893
T0024,T0032	C036	26.2853	0.3104
T0003,T0012	C063	51.1031	0.1694
T0037,T0038	C061	30.2414	0.4133
T0011,T0028	C027	35.4488	0.6047
T0001,T0021	C076	25.2190	0.4634
T0014,T0039	C055	36.6009	0.1973
T0017,T0018	C046	40.0694	0.3501
T0007,T0014	C018	29.3476	0.1068
T0025,T0034	C067	50.3692	0.5380
T0007,T0032	C008	21.6865	0.3063
T0017,T0019	C048	65.9854	0.4275
T0003,T0011	C036	30.6168	0.3033
T0033,T0039	C030	19.8204	0.2804
T0024,T0032	C062	27.0700	0.4662
T0009,T0022	C038	18.7066	0.2611
T0004,T0033	C055	44.1129	0.6207
T0007,T0014	C024	27.4139	0.0100
T0020	C000	25.6579	0.5278
T0025,T0031	C013	36.5536	0.0503
T0003,T0031	C043	32.0715	0.3444
T0007,T0035	C052	24.3728	0.2466
T0022,T0026	C073	17.0346	0.1865
T0017,T0019	C003	10.0000	0.1481
T0006,T0014	C021	25.1270	0.7726
T0033,T0035	C002	24.1558	0.0100
T0029,T0034	C066	10.0000	0.2460
T0032,T0037	C044	15.1169	0.5363
T0028,T0037	C003	49.4603	0.3926
T0014	C018	26.5468	0.1218
T0035	C059	26.3746	0.7169
T0029,T0038	C060	33.6110	0.3298
T0008	C006	28.8239	0.4324
T0005,T0036	C025	41.7115	0.0471
T0014,T0016	C006	18.6137	0.5527
T0036	C047	36.1755	0.4314
T0026,T0039	C012	20.0727	0.4417
T0009,T0033	C028	43.0957	0.7367
T0011,T0020	C001	44.2799	0.4558
T0015,T0026	C014	40.1393	0.2183
T0033	C040	22.9187	0.2292
T0033	C038	18.3191	0.1770
T0002,T0004	C048	38.9342	0.4925
T0038	C050	23.6256	0.3110
T0010	C006	16.8270	0.3646
T0003	C037	28.9492	0.6070
T0011,T0030	C043	33.9952	0.1432
T0017,T0019	C011	11.1650	0.6611
T0003,T0026	C008	26.1322	0.6508
T0001	C016	8.0000	0.4036
T0015	C041	29.7656	0.5311
T0000,T0029	C078	38.9480	0.6328
T0033	C055	40.6352	0.3189
T0015,T0016	C007	20.3167	0.1824
T0014,T0036	C058	31.7634	0.5667
T0022	C076	10.0592	0.3376
T0007,T0009	C051	53.8053	0.4369
T0000,T0034	C036	10.0000	0.0100
T0000,T0023	C034	13.8883	0.0628
T0004,T0022	C045	45.6702	0.0320
T0007,T0026	C031	19.3100	0.3115
T0004,T0016	C054	36.9402	0.5088
T0006,T0015	C012	28.3225	0.3987
T0031,T0032	C067	42.5047	0.5682
T0002	C004	40.4499	0.3439
T0004,T0023	C069	25.0911	0.5968
T0024,T0030	C019	29.9550	0.6710
T0022,T0025	C003	29.3137	0.5612
T0008,T0020	C007	23.4675	0.2922
T0008,T0030	C062	28.6423	0.4436
T0000,T0003	C018	27.4224	0.5083
T0028,T0035	C014	41.0806	0.3327
T0013,T0015	C063	36.1435	0.2120
T0000,T0029	C004	31.1091	0.4321
T0021	C054	13.2106	0.8686
T0008,T0019	C006	19.2363	0.2307
T0004	C051	37.6964	0.1261
T0009,T0023	C027	39.2867	0.6351
T0018,T0030	C055	37.5550	0.3312
T0005	C005	22.7784	0.3781
T0026	C074	25.4549	0.6526
T0016	C054	30.2819	0.5945
T0035	C009	29.9854	0.8148
T0027,T0037	C034	39.9069	0.7002
T0011,T0020	C011	32.7443	0.0734
T0035	C072	10.2691	0.8425
T0023	C045	10.4034	0.6367
T0003,T0028	C052	27.4666	0.6074
T0037	C058	29.8117	0.3431
T0003	C030	31.6613	0.1202
T0014,T0036	C051	24.6413	0.6169
T0009,T0031	C007	29.5890	0.2489
T0006,T0016	C063	39.3490	0.6461
T0015	C033	30.4550	0.5174
T0010,T0034	C036	32.4045	0.5897
T0002,T0009	C040	38.1251	0.4517
T0012,T0039	C003	35.6916	0.1457
T0009,T0038	C026	34.4394	0.3125
T0017,T0033	C026	32.8364	0.4063
T0007,T0014	C071	45.4299	0.5621
T0005,T0015	C064	47.3915	0.3717
T0011,T0024	C068	21.6695	0.4309
T0006,T0023	C021	13.3228	0.2646
T0005,T0011	C051	57.5688	0.4497
T0001	C050	32.9176	0.7432
T0018,T0039	C071	27.3523	0.4693
T0001,T0029	C006	32.8662	0.1223
T0003,T0006	C057	20.0769	0.2598
T0011,T0012	C043	23.5768	0.3508
T0022,T0026	C024	43.7389	0.4183
T0024	C010	43.5923	0.5815
T0004,T0023	C063	38.3100	0.3707
T0009,T0023	C010	38.6020	0.2082
T0014,T0016	C079	39.7640	0.0812
T0029	C021	8.0000	0.4969
T0017	C066	19.4065	0.2773
T0008,T0030	C077	10.0000	0.3510
T0000,T0018	C003	33.3669	0.3131
T0019	C022	25.6974	0.4282
T0028	C024	8.0000	0.4797
T0003,T0011	C047	30.1302	0.6680
T0011,T0033	C003	31.6125	0.4019
T0017,T0030	C006	29.1846	0.5487
T0023,T0028	C007	35.7970	0.3786
T0031,T0036	C071	15.4797	0.5483
T0003,T0031	C015	37.8610	0.7121
T0004,T0012	C072	20.4256	0.4864
T0007,T0019	C042	37.2399	0.2567
T0002,T0010	C038	34.4937	0.6338
T0003,T0007	C075	40.1288	0.3820
T0033,T0039	C060	10.0000	0.1334
T0031,T0032	C048	29.3030	0.5082
T0009,T0031	C066	44.1586	0.4710
T0006,T0014	C049	18.5666	0.0100
T0006,T0016	C078	50.0355	0.3843
T0016	C044	24.7967	0.0100
T0035	C037	18.8953	0.1267
T0003,T0011	C025	25.9641	0.3089
T0003,T0009	C040	32.4595	0.6197
T0027,T0032	C073	18.8359	0.6461
T0005	C062	37.9525	0.3806
T0027,T0037	C060	27.6566	0.4317
T0007,T0026	C013	20.2492	0.3026
T0023	C013	30.0035	0.2076
T0006,T0035	C033	50.7226	0.4570
T0010	C023	28.6013	0.2392
T0019,T0037	C075	18.6059	0.0491
T0014,T0016	C050	36.0663	0.4687
T0032	C078	14.9626	0.2022
T0007,T0032	C047	28.6922	0.3880
T0027,T0035	C045	14.0850	0.0100
T0009,T0012	C014	33.0311	0.4264
T0005,T0015	C041	43.7078	0.3485
T0017,T0032	C035	21.8645	0.3793
T0001,T0008	C040	39.0669	0.5783
T0004,T0012	C059	23.3659	0.1806
T0009,T0013	C026	33.5589	0.4753
T0012	C025	42.6307	0.2241
T0024,T0031	C016	23.5512	0.3255
T0034	C036	8.6593	0.2351
T0012,T0037	C053	23.6143	0.2589
T0004,T0016	C014	23.5233	0.7927
T0017,T0030	C047	10.0000	0.4664
T0001,T0008	C055	18.4873	0.0420
T0029	C026	43.7930	0.3218
T0033,T0035	C022	47.5331	0.2945
T0000,T0034	C039	20.9611	0.2919
T0006	C048	26.7406	0.0100
T0015,T0026	C076	28.2619	0.4712
T0015,T0026	C008	63.9737	0.5638
T0018,T0037	C070	10.0000	0.4040
T0018,T0020	C004	29.1068	0.4352
T0030,T0037	C030	39.0502	0.2216
T0003,T0037	C065	18.2029	0.2652
T0007,T0032	C037	59.6941	0.6208
T0007,T0032	C020	28.2749	0.4637
T0000,T0031	C001	28.0307	0.3694
T0022,T0031	C039	37.6486	0.1971
T0025,T0034	C010	17.1596	0.4326
T0017,T0032	C047	45.9419	0.5973
T0005,T0011	C021	10.0000	0.3863
T0007,T0016	C053	32.2793	0.0100
T0031,T0032	C018	52.3314	0.3965
T0027,T0034	C011	30.5636	0.0742
T0006,T0023	C049	12.1172	0.4062
T0006,T0014	C059	34.6192	0.2260
T0025	C079	29.3299	0.3373
T0003,T0005	C079	16.7623	0.2208
T0013	C019	16.6075	0.5615
T0008,T0039	C012	36.1003	0.3689
T0010,T0017	C057	29.0516	0.7437
T0022,T0030	C024	31.9889	0.3550
T0022,T0037	C031	22.7832	0.1602
T0009,T0036	C024	33.2582	0.5649
T0030,T0037	C014	28.2762	0.2209
T0024,T0031	C040	17.6788	0.3996
T0002,T0020	C040	22.6414	0.6167
T0009,T0033	C071	37.0505	0.3244
T0018,T0030	C078	37.3797	0.4510
T0003,T0034	C054	16.6093	0.5488
T0009,T0031	C078	41.0854	0.1435
T0006,T0023	C041	22.9172	0.1150
T0009,T0036	C075	32.1434	0.5207
T0017,T0026	C045	36.5167	0.0953
T0007,T0019	C041	16.6387	0.2360
T0023,T0028	C054	10.0000	0.1440
T0002,T0031	C001	21.4871	0.2478
T0007,T0009	C057	12.6159	0.4615
T0022,T0037	C032	29.3029	0.6802
T0008,T0030	C024	40.4139	0.7925
T0025,T0032	C042	35.7491	0.1662
T0011,T0038	C009	46.5253	0.1517
T0006,T0016	C050	22.7218	0.3313
T0004,T0033	C069	21.4420	0.3219
T0007,T0036	C069	38.9610	0.4187
T0004,T0012	C001	27.8813	0.3313
T0011,T0038	C042	26.9981	0.5131
T0018	C051	8.0000	0.0112
T0012,T0013	C031	19.2780	0.2602
T0000,T0003	C063	41.7351	0.2012
T0005,T0026	C053	46.0322	0.1976
T0024,T0032	C016	32.9073	0.0714
T0006,T0015	C042	31.1358	0.1552
T0003,T0006	C001	24.5869	0.4304
T0037	C013	29.9006	0.3169
T0028,T0035	C075	21.8525	0.5674
T0014,T0032	C059	43.8084	0.3727
T0029,T0038	C033	42.5208	0.3419
T0001,T0021	C033	48.1076	0.3814
T0000	C027	36.8586	0.2666
T0003,T0028	C031	25.6604	0.3045
T0007,T0025	C040	19.5325	0.5426
T0022,T0037	C002	44.1789	0.0100
T0019	C069	38.3761	0.5378
T0003,T0015	C030	54.8369	0.1803
T0017,T0030	C039	41.4777	0.2619
T0004,T0023	C070	19.1510	0.5406
T0003,T0014	C010	31.6847	0.6803
T0034,T0036	C036	30.6343	0.4398
T0014,T0037	C031	37.4680	0.2852
T0028,T0035	C029	43.2899	0.4557
T0006,T0034	C042	41.9714	0.9019
T0001,T0014	C061	48.3595	0.3823
T0008,T0020	C029	61.5671	0.1633
T0002,T0020	C066	38.7605	0.6076
T0036	C004	8.0000	0.2740
T0003,T0013	C006	39.0541	0.7714
T0028,T0031	C061	11.6993	0.4398
T0003,T0011	C072	21.5733	0.4414
T0014,T0028	C055	39.0713	0.3826
T0019,T0030	C043	26.9296	0.4307
T0025	C055	43.2120	0.5031
T0030,T0037	C053	29.9733	0.1134
T0012,T0013	C020	43.9244	0.3058
T0002	C057	18.7089	0.1866
T0008	C077	41.0769	0.6919
T0009,T0012	C053	30.2096	0.8083
T0012,T0017	C019	30.9465	0.4891
T0015,T0016	C064	11.6543	0.3331
T0007	C002	36.4070	0.3855
T0006	C071	33.2392	0.1191
T0011,T0030	C062	34.5036	0.0100
T0001,T0026	C069	33.5801	0.1042
T0008,T0039	C024	25.0510	0.5961
T0038	C026	43.5039	0.4494
T0024	C077	37.9046	0.3264
T0006,T0016	C039	53.4099	0.4568
T0028	C012	10.8302	0.3760
T0032,T0039	C039	40.3378	0.3201
T0022,T0037	C074	10.0000	0.4315
T0029,T0036	C036	20.0236	0.2060
T0008,T0030	C029	33.4380	0.3147
T0017,T0018	C019	48.2131	0.3015
T0005,T0026	C001	15.9225	0.4738
T0011,T0030	C009	29.6830	0.6561
T0014,T0025	C048	43.8796	0.1294
T0011,T0012	C003	34.8219	0.0100
T0007,T0025	C070	15.5364	0.5606
T0014,T0025	C042	21.9738	0.1157
T0000,T0022	C054	19.4924	0.4187
T0022	C025	22.7249	0.6143
T0031	C008	42.3313	0.4934
T0037	C048	17.6977	0.4752
T0029,T0038	C069	25.4662	0.4888
T0026,T0039	C077	21.5908	0.8616
T0026,T0039	C056	22.6711	0.0362
T0029,T0034	C063	29.9841	0.0534
T0011,T0036	C035	42.4577	0.5023
T0025	C051	25.6252	0.3902
T0027	C010	30.6292	0.4500
T0006,T0035	C015	28.9382	0.1697
T0017,T0033	C059	21.9265	0.2985
T0009,T0022	C013	44.7901	0.7062
T0007,T0026	C072	30.2065	0.5959
T0011,T0012	C069	29.7757	0.3648
T0003,T0029	C059	50.5926	0.4153
T0019,T0022	C068	34.2884	0.2083
T0008,T0020	C056	44.2932	0.0924
T0014,T0039	C041	34.4511	0.3820
T0015,T0039	C044	35.6225	0.2722
T0008,T0010	C049	20.4527	0.5731
T0020,T0027	C023	21.7875	0.2921
T0032,T0037	C010	31.5852	0.5075
T0004,T0022	C039	24.2679	0.3249
T0019,T0022	C013	36.3496	0.5681
T0004,T0023	C041	45.4731	0.3376
T0001,T0008	C072	38.9297	0.0100
T0001,T0021	C035	25.8366	0.5823
T0011,T0035	C058	14.0606	0.4846
T0033,T0036	C018	26.0507	0.4058
T0016	C060	20.4518	0.2795
T0026,T0039	C070	32.5725	0.0507
T0011,T0025	C012	40.6708	0.4554
T0030,T0031	C056	50.2058	0.1956
T0024,T0031	C007	50.2819	0.2243
T0020,T0029	C047	22.5110	0.2926
T0022,T0025	C022	19.7534	0.5952
T0017	C030	35.0867	0.5740
T0007,T0014	C026	31.6986	0.3427
T0002	C021	37.8549	0.4093
T0011,T0038	C040	42.7277	0.4090
T0019	C076	27.1856	0.4258
T0019,T0022	C044	27.8675	0.5020
T0003,T0014	C019	29.1024	0.0564
T0037	C053	30.3220	0.1805
T0034,T0036	C064	34.4234	0.2079
T0026	C061	18.6918	0.0829
T0039	C029	19.2324	0.0100
T0001,T0008	C039	19.2920	0.5959
T0003,T0009	C059	25.5605	0.2712
T0004,T0033	C023	32.1969	0.1341
T0007,T0026	C053	28.6415	0.2500
T0032,T0039	C004	39.1810	0.2403
T0025,T0034	C062	55.5129	0.5489
T0018,T0022	C005	26.5823	0.2986
T0012,T0016	C001	34.2004	0.3015
T0011,T0024	C008	28.2194	0.4127
T0032,T0039	C003	44.3749	0.2492
T0034,T0035	C038	29.8200	0.4760
T0021	C026	11.3614	0.0257
T0031,T0036	C058	32.7786	0.0100
T0012,T0013	C047	43.3411	0.2408
T0018,T0039	C075	19.3902	0.0913
T0000,T0032	C005	41.0637	0.2991
T0039	C034	21.8927	0.3771
T0012	C027	21.0310	0.1050
T0011,T0028	C059	10.0000	0.2316
T0011,T0024	C001	40.5120	0.2042
T0008,T0029	C056	43.6625	0.3742
T0017,T0030	C040	33.9938	0.1495
T0010,T0039	C068	27.0979	0.1103
T0002,T0020	C053	25.1796	0.3961
T0017	C029	35.0674	0.3023
T0000,T0032	C043	58.1961	0.4447
T0000,T0028	C042	35.8264	0.4564
T0014,T0029	C055	37.0742	0.3181
T0016	C000	13.8983	0.5277
T0017,T0021	C071	15.7285	0.2969
T0006,T0035	C028	30.3022	0.5968
T0026,T0039	C044	34.6957	0.3276
T0011,T0028	C046	55.9356	0.3565
T0011,T0038	C069	27.3518	0.4105
T0033,T0039	C037	29.8769	0.1466
T0000,T0034	C014	24.1511	0.4446
T0004	C059	46.2502	0.4178
T0002,T0004	C035	22.4348	0.4828
T0007	C003	22.9796	0.3458
T0033	C011	9.5128	0.8848
T0007,T0032	C072	15.7004	0.4051
T0010,T0034	C062	33.4334	0.5936
T0032,T0039	C079	35.4719	0.5606
T0003,T0015	C002	17.4100	0.6144
T0008,T0039	C068	19.8071	0.3328
T0017,T0026	C004	32.2884	0.5062
T0018,T0020	C029	42.2280	0.2983
T0021	C065	21.8574	0.5870
T0007,T0026	C001	10.4532	0.3196
T0017	C022	15.6203	0.3098
T0007,T0014	C012	45.8516	0.2233
T0028	C067	36.1981	0.3562
T0025,T0032	C029	35.2225	0.3982
T0003,T0023	C019	56.2793	0.5321
T0007,T0016	C047	34.2613	0.6819
T0007,T0016	C005	27.7702	0.6085
T0014,T0028	C039	34.1393	0.3041
T0035	C013	33.0084	0.2959
T0019,T0022	C060	47.9759	0.6447
T0007,T0026	C005	39.6617	0.2178
T0004	C030	49.4856	0.2425
T0009,T0022	C037	14.1853	0.1986
T0027,T0034	C051	41.9769	0.2601
T0013	C014	32.6508	0.4395
T0026	C032	33.0950	0.2106
T0000,T0034	C032	28.5025	0.0702
T0006,T0016	C000	38.2324	0.0844
T0000,T0032	C046	46.4364	0.5543
T0025	C009	31.4179	0.1053
T0009,T0023	C007	30.1286	0.6624
T0009,T0031	C059	47.4390	0.4894
T0018,T0030	C019	24.0812	0.3139
T0000,T0032	C039	26.2946	0.4591
T0027	C003	21.1816	0.3324
T0027,T0035	C032	37.1993	0.5815
T0006	C042	38.7103	0.4602
T0026	C016	29.8741	0.0100
T0010	C004	16.8392	0.0567
T0027,T0037	C042	37.3305	0.3301
T0003,T0012	C054	21.8946	0.1737
T0027,T0035	C040	41.4285	0.5141
T0023,T0028	C018	24.4580	0.2535
T0007,T0025	C066	57.0733	0.4956
T0033,T0037	C012	26.8394	0.4726
T0003,T0028	C013	38.5298	0.2134
T0003,T0011	C061	16.3487	0.4176
T0013,T0024	C068	22.3419	0.4088
T0001,T0021	C008	24.8334	0.5106
T0005,T0013	C069	24.3843	0.5313
T0003,T0031	C067	23.8982	0.2526
T0028	C007	35.9359	0.2661
T0001,T0021	C012	48.2520	0.4461
T0001,T0020	C045	32.4675	0.6790
T0024	C075	8.0000	0.4901
T0009,T0013	C006	29.7437	0.4886
T0003,T0007	C073	36.8779	0.6459
T0007,T0016	C012	35.7871	0.3937
T0033	C051	27.6491	0.3565
T0007	C075	36.1286	0.3093
T0023	C016	30.5768	0.0527
T0004,T0022	C002	23.3911	0.6026
T0017,T0033	C070	27.5228	0.2850
T0026,T0039	C017	43.5919	0.2421
T0004,T0016	C025	28.2300	0.1739
T0026,T0029	C054	44.2970	0.2372
