task_id_list	station_id	score	willingness
T0025,T0029	C000	31.647	0.776
T0010,T0008	C000	18.937	0.616
T0000	C001	21.117	0.656
T0001	C001	17.487	0.819
T0002	C001	18.966	0.361
T0003	C001	22.527	0.401
T0004	C001	10.785	0.843
T0005	C001	25.478	0.364
T0006	C001	18.023	0.732
T0007	C001	18.887	0.767
T0008	C001	22.798	0.799
T0009	C001	24.301	0.608
T0010	C001	25.563	0.415
T0011	C001	18.211	0.786
T0012	C001	20.171	0.738
T0013	C001	10.831	0.660
T0014	C001	9.235	0.691
T0015	C001	17.650	0.738
T0016	C001	9.136	0.446
T0017	C001	9.955	0.576
T0018	C001	25.880	0.382
T0019	C001	27.467	0.653
T0020	C001	13.544	0.604
T0021	C001	18.155	0.474
T0022	C001	25.520	0.814
T0024	C001	12.052	0.574
T0025	C001	15.847	0.508
T0026	C001	16.567	0.456
T0027	C001	10.447	0.738
T0029	C001	15.324	0.477
T0030	C001	17.355	0.723
T0031	C001	25.699	0.431
T0032	C001	12.474	0.703
T0034	C001	16.426	0.528
T0005,T0023	C001	18.662	0.599
T0028,T0001	C001	31.068	0.583
T0018,T0032	C001	50.666	0.401
T0014,T0006	C001	20.858	0.472
T0011,T0017	C001	43.696	0.719
T0016,T0025	C001	23.079	0.764
T0031,T0020	C001	21.042	0.376
T0011,T0027	C001	48.440	0.471
T0001,T0005	C001	45.255	0.388
T0014,T0004	C001	26.991	0.405
T0000,T0021	C001	51.806	0.538
T0017,T0008	C001	19.469	0.669
T0007,T0010	C001	26.904	0.432
T0019,T0033	C001	43.823	0.480
T0032,T0011	C001	27.198	0.712
T0016,T0002	C001	18.522	0.680
T0012,T0032	C001	34.142	0.771
T0006,T0027	C001	40.321	0.596
T0025,T0032	C001	28.465	0.447
T0014,T0021	C001	24.753	0.747
T0008,T0025	C001	51.641	0.792
T0008,T0000	C001	20.405	0.683
T0016,T0027	C001	23.550	0.388
T0024,T0032	C001	40.798	0.477
T0015,T0018	C001	19.538	0.433
T0017,T0028	C001	18.123	0.514
T0021,T0020	C001	26.311	0.785
T0019,T0013	C001	30.124	0.350
T0024,T0005	C001	34.138	0.576
T0012,T0015	C001	35.161	0.352
T0000	C002	9.795	0.550
T0001	C002	8.450	0.502
T0002	C002	19.712	0.615
T0003	C002	21.151	0.708
T0004	C002	15.790	0.513
T0006	C002	22.483	0.672
T0007	C002	24.706	0.796
T0008	C002	22.677	0.756
T0009	C002	18.475	0.602
T0010	C002	24.094	0.763
T0011	C002	25.857	0.691
T0012	C002	12.599	0.366
T0013	C002	15.214	0.402
T0014	C002	19.171	0.664
T0015	C002	21.613	0.595
T0016	C002	23.954	0.724
T0017	C002	18.704	0.680
T0018	C002	22.736	0.476
T0019	C002	13.311	0.715
T0020	C002	22.797	0.838
T0021	C002	15.651	0.590
T0022	C002	23.339	0.658
T0023	C002	9.549	0.424
T0024	C002	22.864	0.502
T0025	C002	8.249	0.380
T0026	C002	21.440	0.696
T0027	C002	13.817	0.608
T0028	C002	17.327	0.409
T0029	C002	11.985	0.839
T0031	C002	17.179	0.760
T0033	C002	13.373	0.455
T0013,T0004	C002	37.770	0.414
T0033,T0016	C002	50.393	0.410
T0032,T0017	C002	48.153	0.667
T0014,T0031	C002	48.522	0.569
T0001,T0010	C002	18.122	0.571
T0028,T0025	C002	28.266	0.413
T0022,T0024	C002	28.747	0.728
T0000,T0020	C002	43.525	0.728
T0007,T0012	C002	42.243	0.756
T0018,T0016	C002	30.656	0.527
T0004,T0023	C002	49.464	0.690
T0003,T0017	C002	21.458	0.726
T0018,T0009	C002	26.477	0.470
T0032,T0020	C002	24.455	0.518
T0027,T0001	C002	45.607	0.634
T0013,T0005	C002	19.682	0.680
T0028,T0008	C002	39.913	0.479
T0003,T0008	C002	23.806	0.537
T0018,T0019	C002	26.695	0.682
T0016,T0025	C002	40.304	0.485
T0025,T0007	C002	23.689	0.423
T0013,T0032	C002	48.803	0.574
T0014,T0028	C002	48.813	0.798
T0028,T0027	C002	22.746	0.437
T0005,T0011	C002	29.626	0.391
T0015,T0023	C002	26.784	0.606
T0001,T0026	C002	31.016	0.686
T0013,T0024	C002	27.188	0.688
T0031,T0017	C002	37.526	0.512
T0032,T0033	C002	39.407	0.738
T0000	C003	13.420	0.474
T0001	C003	16.917	0.827
T0002	C003	25.458	0.361
T0003	C003	22.190	0.798
T0004	C003	19.744	0.350
T0005	C003	26.537	0.763
T0006	C003	27.445	0.474
T0007	C003	11.088	0.611
T0008	C003	26.830	0.711
T0009	C003	23.296	0.579
T0010	C003	8.791	0.741
T0011	C003	26.398	0.673
T0012	C003	10.559	0.476
T0013	C003	21.972	0.406
T0014	C003	18.489	0.641
T0015	C003	12.472	0.651
T0016	C003	14.030	0.580
T0018	C003	25.675	0.588
T0019	C003	12.941	0.830
T0020	C003	14.148	0.361
T0021	C003	21.489	0.560
T0022	C003	21.347	0.813
T0023	C003	8.682	0.519
T0024	C003	21.651	0.449
T0025	C003	22.783	0.602
T0026	C003	27.397	0.506
T0027	C003	12.616	0.461
T0028	C003	13.899	0.826
T0029	C003	11.746	0.462
T0030	C003	21.306	0.824
T0031	C003	15.869	0.456
T0033	C003	9.037	0.380
T0034	C003	25.963	0.792
T0007,T0005	C003	49.674	0.498
T0011,T0033	C003	43.374	0.364
T0024,T0023	C003	51.489	0.549
T0006,T0000	C003	20.660	0.386
T0026,T0007	C003	37.078	0.691
T0024,T0022	C003	44.137	0.489
T0027,T0005	C003	19.675	0.563
T0023,T0034	C003	49.263	0.437
T0023,T0030	C003	19.030	0.535
T0025,T0002	C003	30.769	0.559
T0003,T0016	C003	24.628	0.378
T0021,T0023	C003	27.259	0.781
T0002,T0016	C003	43.379	0.660
T0017,T0019	C003	18.128	0.690
T0004,T0001	C003	46.085	0.398
T0029,T0024	C003	44.853	0.761
T0031,T0008	C003	49.555	0.432
T0019,T0009	C003	38.647	0.498
T0020,T0029	C003	30.303	0.702
T0005,T0032	C003	24.709	0.689
T0015,T0026	C003	20.201	0.365
T0034,T0020	C003	23.464	0.542
T0006,T0004	C003	27.006	0.388
T0006,T0026	C003	34.948	0.669
T0028,T0011	C003	25.963	0.538
T0015,T0034	C003	46.798	0.649
T0007,T0018	C003	27.989	0.605
T0023,T0016	C003	43.094	0.440
T0015,T0011	C003	26.342	0.419
T0012,T0020	C003	20.203	0.463
T0000	C004	18.526	0.675
T0001	C004	17.278	0.369
T0002	C004	25.657	0.466
T0003	C004	15.478	0.788
T0004	C004	9.008	0.650
T0005	C004	11.883	0.388
T0006	C004	11.555	0.652
T0007	C004	21.295	0.353
T0008	C004	22.194	0.525
T0009	C004	14.800	0.372
T0011	C004	22.645	0.807
T0012	C004	24.377	0.554
T0013	C004	20.420	0.389
T0014	C004	17.913	0.592
T0015	C004	23.917	0.682
T0016	C004	18.680	0.677
T0017	C004	13.423	0.844
T0018	C004	16.357	0.376
T0019	C004	25.674	0.557
T0020	C004	23.333	0.751
T0021	C004	15.815	0.552
T0023	C004	11.131	0.407
T0024	C004	19.556	0.532
T0025	C004	10.600	0.376
T0026	C004	24.129	0.548
T0027	C004	26.545	0.719
T0028	C004	14.959	0.431
T0029	C004	9.342	0.542
T0030	C004	23.843	0.752
T0031	C004	24.746	0.372
T0032	C004	14.291	0.654
T0033	C004	9.726	0.706
T0034	C004	25.823	0.670
T0014,T0025	C004	38.901	0.438
T0030,T0011	C004	37.225	0.369
T0033,T0010	C004	31.042	0.405
T0015,T0012	C004	19.397	0.603
T0002,T0020	C004	22.003	0.620
T0019,T0026	C004	28.479	0.462
T0024,T0023	C004	33.191	0.547
T0001,T0000	C004	39.042	0.570
T0015,T0028	C004	43.961	0.701
T0029,T0011	C004	45.558	0.530
T0004,T0008	C004	30.192	0.514
T0028,T0032	C004	35.345	0.368
T0008,T0005	C004	49.352	0.491
T0032,T0005	C004	19.845	0.577
T0024,T0008	C004	18.879	0.380
T0007,T0012	C004	22.475	0.749
T0018,T0010	C004	41.329	0.674
T0014,T0004	C004	46.323	0.625
T0016,T0010	C004	29.011	0.626
T0029,T0009	C004	26.641	0.784
T0030,T0013	C004	38.124	0.627
T0015,T0020	C004	30.657	0.440
T0025,T0010	C004	39.643	0.475
T0020,T0024	C004	23.737	0.703
T0007,T0033	C004	19.651	0.736
T0028,T0033	C004	37.721	0.747
T0006,T0016	C004	51.760	0.633
T0025,T0023	C004	27.002	0.796
T0009,T0023	C004	29.248	0.387
T0014,T0011	C004	38.923	0.781
T0000	C005	18.322	0.505
T0002	C005	26.569	0.798
T0003	C005	22.942	0.461
T0004	C005	20.512	0.559
T0005	C005	8.956	0.594
T0006	C005	8.912	0.377
T0007	C005	14.075	0.612
T0008	C005	16.265	0.501
T0009	C005	15.325	0.764
T0010	C005	8.282	0.751
T0011	C005	17.017	0.382
T0012	C005	21.309	0.485
T0013	C005	27.343	0.378
T0014	C005	25.854	0.647
T0015	C005	20.038	0.609
T0016	C005	11.302	0.350
T0017	C005	8.505	0.443
T0018	C005	26.235	0.402
T0019	C005	21.136	0.449
T0020	C005	18.365	0.671
T0021	C005	16.305	0.657
T0022	C005	9.275	0.663
T0024	C005	17.559	0.619
T0025	C005	16.733	0.806
T0026	C005	21.111	0.438
T0028	C005	20.880	0.412
T0029	C005	26.504	0.821
T0030	C005	9.051	0.668
T0031	C005	21.715	0.809
T0033	C005	26.571	0.797
T0034	C005	18.149	0.435
T0015,T0012	C005	50.120	0.686
T0020,T0012	C005	47.926	0.498
T0015,T0024	C005	48.857	0.634
T0034,T0030	C005	34.053	0.589
T0000,T0001	C005	32.865	0.676
T0019,T0013	C005	31.313	0.613
T0010,T0009	C005	19.119	0.400
T0010,T0022	C005	51.232	0.665
T0001,T0002	C005	22.706	0.640
T0002,T0004	C005	43.051	0.380
T0023,T0012	C005	45.797	0.719
T0004,T0024	C005	21.642	0.443
T0007,T0002	C005	19.171	0.731
T0005,T0018	C005	34.222	0.410
T0013,T0018	C005	28.851	0.541
T0001,T0022	C005	26.728	0.477
T0023,T0020	C005	44.154	0.621
T0030,T0018	C005	39.021	0.364
T0026,T0001	C005	32.839	0.698
T0022,T0030	C005	41.958	0.592
T0013,T0005	C005	37.534	0.479
T0027,T0000	C005	35.801	0.480
T0003,T0000	C005	29.825	0.393
T0011,T0031	C005	38.147	0.781
T0032,T0016	C005	37.652	0.422
T0013,T0014	C005	34.943	0.399
T0005,T0031	C005	44.789	0.664
T0006,T0020	C005	30.091	0.531
T0025,T0005	C005	32.352	0.641
T0023,T0013	C005	28.307	0.543
T0000	C006	11.422	0.841
T0001	C006	26.878	0.413
T0002	C006	21.785	0.653
T0003	C006	19.632	0.611
T0004	C006	17.006	0.627
T0005	C006	17.263	0.695
T0006	C006	12.620	0.517
T0007	C006	21.931	0.604
T0008	C006	23.095	0.763
T0009	C006	22.467	0.837
T0010	C006	20.058	0.524
T0011	C006	27.116	0.479
T0014	C006	21.158	0.448
T0015	C006	10.966	0.501
T0016	C006	13.476	0.405
T0017	C006	13.616	0.793
T0018	C006	8.252	0.777
T0019	C006	12.449	0.840
T0020	C006	8.442	0.479
T0021	C006	8.110	0.471
T0022	C006	22.023	0.644
T0023	C006	24.920	0.684
T0024	C006	25.552	0.671
T0025	C006	12.572	0.441
T0026	C006	16.651	0.480
T0027	C006	25.895	0.471
T0028	C006	22.253	0.428
T0029	C006	17.655	0.360
T0030	C006	18.365	0.681
T0031	C006	25.890	0.514
T0032	C006	24.637	0.804
T0033	C006	13.024	0.459
T0034	C006	27.027	0.450
T0022,T0006	C006	46.803	0.556
T0013,T0030	C006	35.414	0.638
T0023,T0033	C006	29.657	0.684
T0029,T0013	C006	51.669	0.433
T0032,T0007	C006	42.790	0.626
T0003,T0016	C006	27.328	0.530
T0000,T0004	C006	32.232	0.539
T0022,T0016	C006	21.715	0.487
T0025,T0033	C006	51.031	0.797
T0025,T0029	C006	25.208	0.408
T0004,T0012	C006	33.951	0.603
T0014,T0009	C006	30.006	0.637
T0026,T0029	C006	51.869	0.692
T0008,T0030	C006	30.061	0.733
T0017,T0024	C006	41.373	0.792
T0011,T0030	C006	18.092	0.675
T0017,T0022	C006	26.329	0.486
T0030,T0031	C006	32.569	0.637
T0023,T0009	C006	49.577	0.735
T0003,T0005	C006	46.149	0.758
T0008,T0033	C006	46.265	0.635
T0000,T0013	C006	50.360	0.645
T0016,T0006	C006	37.669	0.734
T0011,T0028	C006	29.779	0.419
T0025,T0034	C006	23.709	0.751
T0005,T0019	C006	24.711	0.662
T0033,T0005	C006	43.225	0.547
T0007,T0016	C006	32.247	0.722
T0030,T0031	C006	36.945	0.568
T0009,T0031	C006	26.383	0.424
T0000	C007	22.692	0.430
T0001	C007	21.918	0.599
T0002	C007	17.315	0.563
T0004	C007	11.610	0.530
T0005	C007	8.411	0.373
T0006	C007	27.980	0.754
T0007	C007	17.683	0.729
T0008	C007	12.267	0.558
T0009	C007	9.889	0.680
T0010	C007	23.570	0.627
T0011	C007	13.683	0.521
T0012	C007	9.054	0.495
T0013	C007	17.875	0.517
T0015	C007	14.896	0.452
T0016	C007	10.359	0.446
T0017	C007	10.551	0.836
T0018	C007	27.930	0.549
T0019	C007	16.121	0.637
T0020	C007	10.170	0.373
T0021	C007	17.501	0.733
T0022	C007	18.017	0.622
T0023	C007	10.941	0.687
T0024	C007	25.526	0.392
T0025	C007	20.672	0.663
T0026	C007	21.272	0.785
T0027	C007	10.012	0.815
T0028	C007	25.438	0.419
T0029	C007	22.203	0.781
T0030	C007	8.685	0.360
T0031	C007	19.566	0.807
T0032	C007	18.443	0.762
T0033	C007	16.421	0.698
T0034	C007	9.344	0.690
T0009,T0030	C007	44.176	0.597
T0005,T0030	C007	25.217	0.418
T0000,T0027	C007	18.163	0.658
T0007,T0005	C007	25.420	0.405
T0030,T0001	C007	27.365	0.606
T0028,T0011	C007	49.375	0.515
T0009,T0005	C007	27.967	0.601
T0031,T0029	C007	40.764	0.751
T0003,T0002	C007	18.388	0.357
T0005,T0024	C007	28.576	0.678
T0010,T0031	C007	38.704	0.492
T0028,T0030	C007	41.014	0.415
T0007,T0023	C007	50.432	0.424
T0026,T0030	C007	31.115	0.704
T0017,T0021	C007	27.941	0.377
T0021,T0000	C007	46.264	0.621
T0019,T0027	C007	51.197	0.461
T0024,T0014	C007	45.454	0.477
T0000,T0020	C007	26.944	0.540
T0002,T0018	C007	46.330	0.715
T0009,T0017	C007	51.163	0.709
T0031,T0022	C007	36.175	0.593
T0031,T0024	C007	24.815	0.688
T0014,T0019	C007	38.635	0.655
T0029,T0013	C007	49.484	0.614
T0000,T0024	C007	33.630	0.389
T0022,T0004	C007	25.917	0.611
T0016,T0033	C007	28.914	0.578
T0012,T0013	C007	24.539	0.431
T0018,T0023	C007	37.647	0.512
T0000	C008	25.139	0.473
T0002	C008	25.327	0.536
T0003	C008	9.635	0.508
T0004	C008	13.611	0.654
T0005	C008	12.093	0.785
T0006	C008	19.734	0.457
T0008	C008	9.942	0.573
T0009	C008	20.174	0.415
T0010	C008	14.777	0.847
T0011	C008	8.550	0.367
T0012	C008	22.111	0.593
T0013	C008	25.896	0.781
T0014	C008	26.443	0.703
T0015	C008	14.374	0.467
T0016	C008	26.418	0.603
T0017	C008	24.994	0.535
T0018	C008	22.414	0.436
T0021	C008	19.057	0.364
T0022	C008	13.158	0.607
T0023	C008	23.233	0.592
T0024	C008	14.354	0.353
T0025	C008	22.964	0.645
T0026	C008	21.050	0.585
T0027	C008	15.801	0.537
T0028	C008	16.828	0.754
T0029	C008	25.843	0.584
T0030	C008	23.977	0.428
T0031	C008	9.556	0.659
T0032	C008	22.982	0.739
T0024,T0001	C008	39.365	0.554
T0021,T0020	C008	45.984	0.565
T0023,T0009	C008	29.287	0.681
T0011,T0028	C008	36.815	0.415
T0009,T0017	C008	32.221	0.461
T0001,T0017	C008	37.414	0.483
T0010,T0016	C008	34.694	0.493
T0030,T0007	C008	23.215	0.581
T0013,T0030	C008	46.400	0.404
T0012,T0023	C008	32.690	0.468
T0015,T0006	C008	31.265	0.537
T0010,T0003	C008	46.299	0.790
T0009,T0001	C008	33.032	0.579
T0032,T0008	C008	33.062	0.705
T0033,T0018	C008	24.318	0.546
T0026,T0013	C008	27.413	0.431
T0011,T0033	C008	44.195	0.670
T0012,T0005	C008	46.185	0.750
T0031,T0017	C008	23.961	0.412
T0012,T0019	C008	24.878	0.380
T0033,T0026	C008	46.596	0.762
T0033,T0022	C008	29.397	0.729
T0031,T0005	C008	18.525	0.760
T0030,T0008	C008	47.648	0.470
T0011,T0023	C008	19.247	0.666
T0000,T0022	C008	35.674	0.551
T0033,T0004	C008	22.106	0.672
T0020,T0024	C008	37.595	0.754
T0018,T0006	C008	50.438	0.573
T0032,T0001	C008	36.037	0.592
T0000	C009	27.349	0.462
T0001	C009	10.054	0.475
T0002	C009	8.601	0.398
T0003	C009	11.902	0.359
T0004	C009	19.530	0.611
T0005	C009	10.057	0.785
T0006	C009	8.903	0.412
T0007	C009	18.015	0.490
T0008	C009	16.113	0.418
T0009	C009	25.222	0.424
T0010	C009	22.932	0.432
T0011	C009	26.752	0.544
T0012	C009	24.794	0.613
T0013	C009	26.826	0.738
T0014	C009	12.808	0.518
T0015	C009	27.624	0.752
T0016	C009	24.301	0.774
T0017	C009	18.347	0.829
T0019	C009	16.443	0.666
T0020	C009	18.616	0.385
T0021	C009	18.095	0.360
T0022	C009	27.394	0.738
T0024	C009	24.185	0.792
T0025	C009	8.687	0.671
T0026	C009	21.569	0.487
T0027	C009	26.488	0.661
T0028	C009	18.406	0.567
T0030	C009	14.108	0.674
T0031	C009	19.886	0.828
T0032	C009	13.368	0.583
T0033	C009	10.968	0.412
T0034	C009	13.872	0.553
T0018,T0017	C009	26.276	0.390
T0034,T0018	C009	46.551	0.624
T0014,T0024	C009	24.841	0.670
T0029,T0019	C009	38.835	0.561
T0019,T0001	C009	26.237	0.450
T0032,T0034	C009	31.028	0.614
T0000,T0022	C009	23.518	0.778
T0020,T0031	C009	27.178	0.745
T0013,T0018	C009	19.935	0.360
T0004,T0022	C009	32.960	0.378
T0024,T0028	C009	30.040	0.693
T0033,T0014	C009	51.636	0.655
T0009,T0026	C009	29.459	0.509
T0012,T0017	C009	45.921	0.583
T0030,T0017	C009	44.688	0.669
T0008,T0026	C009	47.608	0.352
T0007,T0031	C009	31.515	0.797
T0009,T0026	C009	46.898	0.476
T0007,T0024	C009	46.957	0.662
T0018,T0022	C009	27.959	0.526
T0024,T0020	C009	18.230	0.686
T0031,T0024	C009	33.097	0.433
T0019,T0009	C009	32.812	0.520
T0014,T0005	C009	45.936	0.499
T0015,T0020	C009	24.947	0.542
T0000,T0001	C009	19.613	0.604
T0031,T0019	C009	49.291	0.698
T0034,T0027	C009	35.593	0.583
T0027,T0024	C009	33.784	0.368
T0022,T0028	C009	50.229	0.654
T0000	C010	9.979	0.537
T0001	C010	19.227	0.637
T0002	C010	27.289	0.593
T0003	C010	20.492	0.848
T0004	C010	18.603	0.758
T0005	C010	14.362	0.839
T0006	C010	18.252	0.405
T0007	C010	21.798	0.760
T0009	C010	16.418	0.428
T0010	C010	18.232	0.602
T0011	C010	11.648	0.665
T0012	C010	15.064	0.847
T0013	C010	8.846	0.556
T0014	C010	14.135	0.695
T0015	C010	14.089	0.771
T0016	C010	21.362	0.448
T0017	C010	19.065	0.483
T0018	C010	18.630	0.849
T0019	C010	16.222	0.411
T0020	C010	23.190	0.403
T0021	C010	11.411	0.611
T0022	C010	20.260	0.753
T0023	C010	8.250	0.735
T0024	C010	22.309	0.527
T0025	C010	13.332	0.400
T0026	C010	19.645	0.524
T0027	C010	15.713	0.377
T0028	C010	19.653	0.830
T0029	C010	20.404	0.475
T0030	C010	26.616	0.777
T0031	C010	25.977	0.758
T0032	C010	20.051	0.830
T0033	C010	26.994	0.471
T0034	C010	22.369	0.461
T0019,T0025	C010	47.760	0.568
T0015,T0005	C010	23.898	0.511
T0011,T0000	C010	51.033	0.481
T0023,T0007	C010	29.390	0.742
T0021,T0025	C010	40.144	0.783
T0027,T0022	C010	36.831	0.524
T0029,T0018	C010	29.712	0.546
T0017,T0001	C010	29.608	0.420
T0008,T0005	C010	24.674	0.595
T0008,T0028	C010	33.880	0.708
T0015,T0010	C010	30.509	0.447
T0025,T0024	C010	39.398	0.611
T0019,T0030	C010	35.164	0.452
T0028,T0008	C010	50.031	0.799
T0028,T0023	C010	36.178	0.532
T0032,T0013	C010	22.268	0.688
T0032,T0005	C010	36.448	0.472
T0024,T0001	C010	40.356	0.605
T0019,T0000	C010	31.258	0.389
T0011,T0014	C010	28.915	0.648
T0006,T0004	C010	37.108	0.513
T0032,T0019	C010	24.556	0.673
T0005,T0014	C010	27.811	0.718
T0025,T0018	C010	30.101	0.730
T0029,T0008	C010	49.849	0.429
T0023,T0022	C010	48.496	0.361
T0029,T0015	C010	51.998	0.530
T0006,T0011	C010	27.910	0.472
T0014,T0002	C010	31.759	0.624
T0027,T0012	C010	43.737	0.420
T0000	C011	19.047	0.665
T0002	C011	12.553	0.599
T0003	C011	26.514	0.685
T0004	C011	26.713	0.406
T0005	C011	21.108	0.801
T0006	C011	19.702	0.698
T0008	C011	8.743	0.509
T0009	C011	14.913	0.807
T0010	C011	22.879	0.849
T0011	C011	12.416	0.614
T0012	C011	26.992	0.571
T0013	C011	18.061	0.694
T0014	C011	20.519	0.604
T0015	C011	12.119	0.687
T0016	C011	23.565	0.595
T0017	C011	27.046	0.763
T0018	C011	11.491	0.432
T0019	C011	12.720	0.480
T0021	C011	14.945	0.396
T0022	C011	10.744	0.693
T0023	C011	17.656	0.703
T0024	C011	21.831	0.417
T0025	C011	21.961	0.417
T0026	C011	19.751	0.470
T0027	C011	10.359	0.562
T0029	C011	11.096	0.840
T0030	C011	16.122	0.453
T0031	C011	8.247	0.593
T0032	C011	25.916	0.502
T0033	C011	14.178	0.831
T0034	C011	16.901	0.635
T0018,T0010	C011	36.956	0.371
T0029,T0031	C011	20.855	0.673
T0016,T0006	C011	39.934	0.781
T0031,T0012	C011	44.652	0.495
T0022,T0005	C011	39.913	0.632
T0016,T0015	C011	20.657	0.686
T0001,T0025	C011	46.546	0.483
T0011,T0033	C011	46.755	0.767
T0010,T0006	C011	44.677	0.724
T0020,T0024	C011	24.274	0.721
T0020,T0014	C011	30.530	0.598
T0023,T0016	C011	26.139	0.369
T0025,T0003	C011	50.128	0.572
T0031,T0010	C011	51.852	0.621
T0005,T0009	C011	41.391	0.424
T0028,T0025	C011	21.048	0.368
T0028,T0030	C011	24.488	0.675
T0000,T0002	C011	46.588	0.735
T0032,T0027	C011	22.868	0.382
T0003,T0032	C011	42.166	0.751
T0004,T0028	C011	18.299	0.780
T0011,T0010	C011	30.880	0.352
T0022,T0012	C011	33.940	0.594
T0033,T0029	C011	32.565	0.591
T0009,T0025	C011	50.702	0.629
T0003,T0021	C011	38.711	0.484
T0026,T0023	C011	34.345	0.641
T0019,T0021	C011	36.034	0.635
T0012,T0014	C011	41.075	0.551
T0005,T0009	C011	40.456	0.517
T0000	C012	16.328	0.615
T0001	C012	15.927	0.407
T0002	C012	25.800	0.624
T0003	C012	25.243	0.477
T0004	C012	18.616	0.476
T0005	C012	19.080	0.463
T0006	C012	10.260	0.607
T0007	C012	9.605	0.554
T0008	C012	16.791	0.782
T0009	C012	22.292	0.728
T0010	C012	27.813	0.711
T0011	C012	24.604	0.546
T0012	C012	27.201	0.632
T0013	C012	10.736	0.738
T0014	C012	12.738	0.536
T0015	C012	19.886	0.457
T0016	C012	22.149	0.563
T0017	C012	20.423	0.786
T0018	C012	26.350	0.785
T0019	C012	22.909	0.521
T0020	C012	21.610	0.763
T0021	C012	15.460	0.719
T0023	C012	8.870	0.652
T0024	C012	18.977	0.752
T0025	C012	26.507	0.688
T0026	C012	11.863	0.573
T0027	C012	19.627	0.407
T0028	C012	10.208	0.750
T0029	C012	19.085	0.495
T0030	C012	15.616	0.422
T0031	C012	18.769	0.695
T0032	C012	26.975	0.357
T0033	C012	11.019	0.601
T0034	C012	24.009	0.368
T0011,T0025	C012	46.661	0.785
T0028,T0025	C012	25.793	0.781
T0033,T0004	C012	30.272	0.588
T0019,T0008	C012	38.034	0.370
T0010,T0023	C012	42.726	0.499
T0029,T0024	C012	49.872	0.491
T0021,T0030	C012	29.349	0.359
T0029,T0002	C012	39.450	0.677
T0009,T0017	C012	31.071	0.379
T0016,T0022	C012	37.345	0.588
T0008,T0002	C012	49.112	0.756
T0006,T0012	C012	44.326	0.635
T0006,T0023	C012	44.925	0.707
T0015,T0009	C012	41.165	0.487
T0021,T0023	C012	35.303	0.636
T0022,T0025	C012	29.371	0.667
T0020,T0030	C012	35.127	0.752
T0015,T0022	C012	23.128	0.442
T0029,T0025	C012	33.148	0.606
T0019,T0010	C012	37.951	0.415
T0019,T0016	C012	42.706	0.598
T0021,T0004	C012	49.322	0.613
T0005,T0011	C012	28.344	0.509
T0029,T0022	C012	50.999	0.661
T0004,T0031	C012	28.855	0.429
T0016,T0034	C012	18.784	0.424
T0017,T0015	C012	41.949	0.448
T0025,T0028	C012	24.812	0.621
T0032,T0006	C012	24.688	0.680
T0008,T0003	C012	20.696	0.714
T0000	C013	14.823	0.418
T0001	C013	18.739	0.788
T0002	C013	26.458	0.456
T0003	C013	22.986	0.674
T0004	C013	21.579	0.519
T0005	C013	16.285	0.373
T0006	C013	14.690	0.597
T0007	C013	13.140	0.582
T0008	C013	26.506	0.632
T0010	C013	20.279	0.712
T0011	C013	9.869	0.428
T0012	C013	23.344	0.395
T0013	C013	16.465	0.619
T0014	C013	19.100	0.679
T0015	C013	14.617	0.721
T0016	C013	22.229	0.732
