task_id_list	station_id	score	willingness
T0015	C008	20.157	0.246
T0016	C008	29.493	0.272
T0017	C008	26.920	0.221
T0018	C008	23.990	0.101
T0019	C008	22.563	0.223
T0020	C008	18.132	0.148
T0021	C008	8.815	0.225
T0000	C009	17.773	0.242
T0003	C009	25.432	0.256
T0004	C009	15.918	0.158
T0005	C009	19.855	0.332
T0006	C009	27.151	0.274
T0007	C009	26.882	0.250
T0009	C009	24.274	0.186
T0010	C009	28.498	0.315
T0011	C009	24.651	0.221
T0012	C009	8.939	0.119
T0013	C009	11.538	0.224
T0014	C009	19.824	0.206
T0015	C009	14.702	0.216
T0016	C009	16.832	0.145
T0018	C009	16.073	0.193
T0019	C009	21.122	0.156
T0020	C009	12.598	0.296
T0021	C009	18.120	0.149
T0000	C010	11.757	0.201
T0001	C010	8.605	0.128
T0002	C010	18.786	0.115
T0003	C010	17.857	0.202
T0004	C010	9.125	0.201
T0005	C010	8.587	0.341
T0006	C010	10.074	0.219
T0007	C010	21.694	0.187
T0008	C010	9.142	0.282
T0009	C010	25.332	0.216
T0011	C010	13.499	0.166
T0012	C010	21.840	0.186
T0013	C010	23.013	0.342
T0014	C010	8.080	0.108
T0015	C010	11.747	0.109
T0016	C010	22.395	0.325
T0017	C010	29.425	0.219
T0018	C010	28.182	0.335
T0019	C010	14.704	0.252
T0021	C010	14.456	0.312
T0000	C011	16.577	0.184
T0001	C011	28.427	0.144
T0002	C011	24.147	0.309
T0003	C011	28.317	0.191
T0004	C011	13.047	0.295
T0005	C011	13.928	0.142
T0006	C011	21.326	0.278
T0007	C011	18.717	0.138
T0008	C011	8.505	0.217
T0009	C011	22.901	0.124
T0010	C011	26.560	0.261
T0013	C011	27.732	0.283
T0014	C011	16.142	0.118
T0015	C011	29.025	0.126
T0016	C011	10.423	0.120
T0017	C011	13.295	0.112
T0018	C011	22.180	0.246
T0019	C011	13.058	0.342
T0020	C011	20.374	0.205
T0021	C011	21.296	0.297
T0000	C012	12.140	0.144
T0001	C012	26.161	0.128
T0002	C012	29.261	0.150
T0004	C012	18.235	0.156
T0005	C012	21.539	0.260
T0006	C012	27.177	0.187
T0007	C012	17.803	0.128
T0008	C012	21.077	0.304
T0009	C012	19.862	0.216
T0010	C012	9.699	0.187
T0011	C012	9.574	0.238
T0012	C012	17.303	0.262
T0013	C012	12.712	0.188
T0015	C012	17.478	0.121
T0016	C012	11.636	0.333
T0017	C012	27.244	0.347
T0018	C012	28.490	0.234
T0019	C012	28.857	0.326
T0021	C012	25.016	0.202
T0002	C013	28.552	0.146
T0003	C013	23.892	0.174
T0004	C013	22.064	0.110
T0005	C013	14.072	0.208
T0006	C013	24.326	0.287
T0007	C013	10.274	0.175
T0008	C013	9.706	0.138
T0009	C013	23.409	0.344
T0012	C013	11.550	0.178
T0013	C013	19.571	0.236
T0014	C013	26.759	0.171
T0015	C013	27.510	0.302
T0016	C013	13.337	0.302
T0017	C013	10.893	0.233
T0018	C013	11.646	0.113
T0019	C013	24.940	0.216
T0021	C013	29.543	0.109
T0000	C014	8.290	0.208
T0001	C014	9.128	0.237
T0002	C014	14.856	0.162
T0003	C014	17.201	0.165
T0004	C014	17.450	0.257
T0005	C014	28.076	0.302
T0006	C014	10.985	0.290
T0007	C014	19.194	0.308
T0008	C014	14.151	0.142
T0009	C014	22.148	0.324
T0011	C014	22.641	0.332
T0012	C014	21.258	0.204
T0013	C014	11.757	0.146
T0014	C014	29.826	0.237
T0015	C014	15.742	0.214
T0016	C014	17.955	0.340
T0017	C014	14.928	0.230
T0018	C014	26.723	0.307
T0020	C014	8.673	0.244
T0021	C014	18.727	0.170
T0000	C015	28.056	0.126
T0001	C015	16.169	0.229
T0004	C015	12.292	0.330
T0005	C015	16.433	0.307
T0006	C015	13.960	0.337
T0008	C015	16.636	0.170
T0009	C015	13.505	0.345
T0010	C015	13.055	0.150
T0011	C015	19.577	0.286
T0012	C015	21.885	0.304
T0013	C015	14.208	0.340
T0014	C015	13.888	0.221
T0015	C015	20.015	0.112
T0016	C015	29.066	0.136
T0018	C015	29.842	0.269
T0019	C015	11.129	0.114
T0020	C015	11.875	0.147
T0021	C015	27.246	0.112
T0001	C016	16.412	0.127
T0002	C016	29.725	0.170
T0003	C016	11.196	0.132
T0004	C016	28.129	0.119
T0005	C016	28.665	0.349
T0007	C016	15.796	0.338
T0008	C016	23.475	0.178
T0009	C016	15.598	0.287
T0010	C016	20.515	0.216
T0011	C016	17.730	0.234
T0012	C016	12.410	0.249
T0014	C016	11.948	0.341
T0015	C016	11.694	0.166
T0016	C016	9.167	0.345
T0017	C016	27.199	0.129
T0018	C016	27.135	0.299
T0020	C016	19.555	0.292
T0021	C016	19.888	0.210
T0000	C017	21.208	0.181
T0001	C017	16.217	0.180
T0002	C017	21.223	0.345
T0005	C017	14.309	0.344
T0006	C017	10.710	0.225
T0007	C017	15.502	0.261
T0008	C017	29.273	0.213
T0009	C017	19.691	0.319
T0011	C017	17.714	0.254
T0012	C017	17.361	0.312
T0013	C017	9.306	0.314
T0014	C017	29.588	0.192
T0015	C017	20.072	0.321
T0016	C017	27.084	0.278
T0017	C017	14.613	0.226
T0018	C017	16.196	0.263
T0020	C017	11.216	0.155
T0021	C017	21.523	0.135
T0000	C018	15.054	0.171
T0001	C018	19.853	0.330
T0002	C018	24.223	0.307
T0003	C018	28.087	0.210
T0004	C018	10.656	0.320
T0005	C018	18.458	0.323
T0006	C018	12.178	0.306
T0007	C018	9.866	0.107
T0008	C018	8.165	0.308
T0009	C018	14.032	0.197
T0010	C018	17.512	0.257
T0011	C018	17.597	0.124
T0013	C018	9.838	0.210
T0014	C018	29.819	0.117
T0015	C018	18.559	0.206
T0017	C018	15.295	0.205
T0018	C018	27.452	0.150
T0019	C018	9.946	0.260
T0020	C018	28.571	0.231
T0021	C018	9.876	0.158
T0000	C019	26.862	0.235
T0001	C019	29.606	0.265
T0002	C019	12.452	0.175
T0004	C019	19.695	0.255
T0005	C019	24.912	0.327
T0007	C019	12.479	0.115
T0008	C019	14.866	0.148
T0010	C019	26.101	0.334
T0011	C019	28.099	0.199
T0012	C019	12.102	0.109
T0013	C019	16.455	0.313
T0014	C019	9.254	0.200
T0015	C019	11.908	0.163
T0016	C019	23.271	0.185
T0017	C019	12.849	0.211
T0018	C019	13.401	0.275
T0019	C019	22.758	0.252
T0020	C019	24.523	0.199
T0021	C019	21.151	0.257
T0000	C020	9.232	0.297
T0002	C020	20.738	0.167
T0004	C020	12.881	0.304
T0006	C020	29.902	0.221
T0007	C020	23.771	0.185
T0008	C020	20.836	0.127
T0009	C020	26.718	0.219
T0010	C020	26.989	0.212
T0011	C020	20.822	0.306
T0012	C020	10.058	0.290
T0013	C020	14.660	0.323
T0015	C020	29.746	0.309
T0016	C020	14.408	0.103
T0017	C020	24.173	0.188
T0018	C020	20.478	0.162
T0019	C020	20.375	0.196
T0020	C020	20.187	0.180
T0021	C020	11.796	0.199
T0000	C021	16.982	0.244
T0001	C021	9.206	0.221
T0002	C021	19.112	0.142
T0003	C021	19.825	0.331
T0005	C021	16.741	0.117
T0006	C021	14.913	0.335
T0007	C021	28.855	0.219
T0008	C021	13.770	0.341
T0009	C021	20.570	0.228
T0010	C021	12.905	0.346
T0011	C021	24.136	0.326
T0012	C021	23.478	0.288
T0013	C021	18.055	0.344
T0014	C021	24.772	0.141
T0015	C021	13.928	0.227
T0016	C021	27.147	0.286
T0017	C021	23.119	0.207
T0018	C021	13.664	0.236
T0019	C021	16.538	0.112
T0020	C021	22.090	0.153
T0021	C021	19.108	0.338
T0000	C022	24.002	0.193
T0001	C022	20.246	0.286
T0003	C022	11.486	0.345
T0004	C022	18.661	0.285
T0005	C022	19.969	0.267
T0006	C022	11.546	0.134
T0007	C022	27.456	0.135
T0008	C022	9.822	0.296
T0009	C022	18.027	0.349
T0010	C022	13.793	0.275
T0011	C022	14.194	0.275
T0012	C022	8.719	0.230
T0013	C022	29.366	0.125
T0014	C022	16.547	0.301
T0015	C022	22.683	0.182
T0016	C022	17.953	0.300
T0017	C022	13.058	0.204
T0018	C022	14.946	0.243
T0019	C022	21.144	0.173
T0020	C022	8.583	0.185
T0021	C022	20.517	0.166
T0000	C023	21.230	0.266
T0001	C023	19.475	0.207
T0002	C023	9.384	0.299
T0003	C023	10.194	0.332
T0004	C023	21.718	0.210
T0005	C023	29.990	0.142
T0006	C023	29.985	0.131
T0007	C023	18.552	0.162
T0009	C023	8.255	0.218
T0010	C023	23.587	0.317
T0012	C023	22.855	0.176
T0013	C023	14.610	0.176
T0014	C023	21.766	0.122
T0016	C023	29.210	0.148
T0017	C023	24.386	0.233
T0018	C023	19.186	0.258
T0019	C023	22.825	0.228
T0021	C023	9.503	0.269
T0001	C024	23.641	0.240
T0002	C024	18.239	0.250
T0003	C024	14.724	0.285
T0004	C024	18.409	0.164
T0005	C024	22.312	0.286
T0007	C024	12.461	0.184
T0008	C024	13.270	0.246
T0009	C024	13.313	0.145
T0010	C024	11.930	0.225
T0011	C024	27.441	0.241
T0012	C024	17.484	0.110
T0013	C024	24.524	0.191
T0014	C024	13.995	0.155
T0015	C024	12.327	0.251
T0016	C024	24.010	0.126
T0017	C024	18.522	0.195
T0018	C024	17.521	0.150
T0019	C024	22.214	0.279
T0021	C024	27.602	0.300
T0000	C025	29.549	0.134
T0001	C025	27.787	0.131
T0002	C025	28.834	0.173
T0005	C025	11.194	0.154
T0006	C025	17.288	0.179
T0007	C025	28.420	0.163
T0008	C025	28.882	0.179
T0009	C025	29.469	0.170
T0010	C025	27.530	0.161
T0011	C025	28.628	0.157
T0013	C025	14.671	0.154
T0014	C025	20.323	0.200
T0015	C025	14.558	0.309
T0017	C025	26.035	0.118
T0018	C025	12.481	0.139
T0000	C026	10.563	0.207
T0001	C026	27.902	0.166
T0002	C026	28.807	0.150
T0004	C026	22.626	0.127
T0006	C026	15.591	0.264
T0007	C026	13.521	0.131
T0008	C026	8.543	0.318
T0009	C026	11.731	0.182
T0010	C026	14.966	0.236
T0011	C026	15.353	0.173
T0012	C026	25.131	0.209
T0013	C026	18.619	0.130
T0014	C026	26.648	0.220
T0015	C026	19.344	0.312
T0016	C026	15.955	0.191
T0017	C026	19.986	0.220
T0018	C026	17.935	0.218
T0019	C026	12.095	0.345
T0020	C026	27.059	0.144
T0021	C026	13.731	0.120
T0000	C027	26.458	0.311
T0003	C027	16.339	0.127
T0004	C027	17.933	0.286
T0005	C027	29.978	0.269
T0007	C027	9.775	0.323
T0008	C027	9.887	0.308
T0009	C027	22.573	0.107
T0010	C027	23.745	0.109
T0011	C027	28.625	0.154
T0012	C027	24.365	0.255
T0013	C027	23.360	0.104
T0014	C027	19.801	0.342
T0015	C027	20.911	0.132
T0016	C027	17.793	0.230
T0017	C027	11.004	0.282
T0018	C027	26.910	0.170
T0019	C027	11.629	0.325
T0020	C027	16.576	0.230
T0021	C027	14.998	0.184
T0000	C028	25.087	0.174
T0001	C028	28.418	0.282
T0002	C028	16.902	0.340
T0003	C028	12.764	0.125
T0004	C028	21.217	0.191
T0006	C028	18.080	0.265
T0007	C028	21.587	0.224
T0008	C028	18.807	0.308
T0009	C028	25.280	0.175
T0010	C028	9.602	0.221
T0011	C028	23.654	0.151
T0012	C028	10.925	0.240
T0013	C028	8.011	0.144
T0014	C028	29.059	0.214
T0015	C028	14.372	0.265
T0016	C028	22.766	0.100
T0017	C028	18.754	0.111
T0018	C028	15.015	0.173
T0019	C028	20.866	0.224
T0021	C028	15.550	0.116
T0000	C029	15.997	0.234
T0001	C029	8.151	0.109
T0002	C029	10.067	0.313
T0003	C029	13.247	0.278
T0004	C029	9.364	0.288
T0005	C029	29.941	0.135
T0006	C029	13.481	0.316
T0007	C029	20.747	0.137
T0008	C029	23.444	0.114
T0010	C029	28.497	0.275
T0011	C029	29.451	0.167
T0012	C029	10.710	0.145
T0013	C029	10.095	0.286
T0014	C029	27.308	0.290
T0015	C029	26.590	0.111
T0016	C029	16.109	0.207
T0017	C029	27.342	0.285
T0019	C029	15.843	0.227
T0020	C029	25.928	0.192
T0021	C029	21.519	0.157
T0001	C030	22.271	0.221
T0002	C030	20.544	0.219
T0005	C030	27.171	0.321
T0006	C030	26.202	0.308
T0008	C030	16.625	0.152
T0009	C030	12.636	0.289
T0010	C030	26.167	0.189
T0011	C030	27.897	0.266
T0012	C030	20.334	0.209
T0013	C030	19.369	0.171
T0016	C030	14.121	0.149
T0017	C030	26.092	0.263
T0018	C030	23.848	0.231
T0019	C030	20.957	0.212
T0020	C030	24.536	0.346
T0021	C030	20.564	0.336
T0000	C031	20.752	0.313
T0001	C031	25.439	0.256
T0002	C031	14.835	0.255
T0003	C031	19.561	0.164
T0005	C031	18.402	0.289
T0006	C031	19.519	0.140
T0008	C031	24.720	0.121
T0009	C031	8.265	0.241
T0010	C031	9.303	0.205
T0012	C031	14.919	0.304
T0013	C031	27.735	0.200
T0014	C031	29.378	0.118
T0015	C031	24.963	0.129
T0016	C031	26.899	0.247
T0017	C031	24.676	0.306
T0018	C031	21.792	0.181
T0019	C031	29.821	0.343
T0020	C031	12.318	0.156
T0021	C031	12.413	0.142
T0000	C032	11.715	0.344
T0001	C032	27.769	0.305
T0002	C032	25.284	0.204
T0003	C032	9.013	0.276
T0004	C032	14.670	0.308
T0005	C032	17.784	0.122
T0006	C032	27.463	0.225
T0007	C032	13.204	0.261
T0008	C032	27.518	0.115
T0010	C032	26.089	0.189
T0011	C032	11.788	0.257
T0012	C032	10.424	0.296
T0015	C032	20.211	0.319
T0016	C032	20.263	0.206
T0017	C032	9.972	0.162
T0018	C032	10.663	0.343
T0019	C032	24.289	0.323
T0020	C032	27.495	0.340
T0021	C032	10.760	0.300
T0001	C033	16.983	0.251
T0002	C033	13.159	0.205
T0003	C033	9.953	0.332
T0004	C033	29.333	0.159
T0005	C033	25.997	0.339
T0006	C033	23.373	0.173
T0007	C033	10.395	0.321
T0008	C033	9.362	0.335
T0009	C033	9.499	0.165
T0010	C033	14.189	0.277
T0012	C033	26.788	0.306
T0013	C033	16.456	0.163
T0014	C033	20.033	0.151
T0015	C033	15.051	0.245
T0016	C033	21.814	0.139
T0017	C033	23.150	0.153
T0018	C033	29.231	0.197
T0020	C033	28.777	0.232
T0021	C033	23.016	0.149
T0000	C034	20.780	0.216
T0001	C034	28.000	0.299
T0002	C034	11.156	0.276
T0003	C034	28.643	0.101
T0004	C034	29.464	0.193
T0005	C034	21.019	0.199
T0006	C034	20.367	0.346
T0007	C034	25.385	0.176
T0008	C034	21.302	0.286
T0010	C034	29.275	0.253
T0011	C034	18.216	0.124
T0012	C034	26.431	0.278
T0014	C034	10.380	0.195
T0015	C034	23.638	0.175
T0016	C034	20.853	0.172
T0017	C034	9.621	0.248
T0018	C034	8.937	0.220
T0019	C034	21.476	0.194
T0021	C034	11.387	0.101
T0001	C035	10.309	0.144
T0002	C035	11.885	0.193
T0003	C035	15.751	0.263
T0005	C035	21.821	0.256
T0006	C035	22.089	0.262
T0007	C035	18.796	0.288
T0008	C035	23.696	0.345
T0009	C035	13.546	0.346
T0010	C035	25.991	0.245
T0011	C035	21.852	0.102
T0012	C035	14.652	0.331
T0014	C035	16.865	0.138
T0015	C035	10.098	0.118
T0016	C035	26.893	0.162
T0017	C035	17.816	0.238
T0018	C035	28.837	0.185
T0019	C035	26.967	0.161
T0020	C035	26.398	0.179
T0000	C036	16.204	0.183
T0001	C036	27.216	0.211
T0002	C036	11.884	0.156
T0004	C036	20.201	0.256
T0005	C036	19.052	0.199
T0006	C036	26.062	0.324
T0007	C036	13.537	0.328
T0008	C036	11.761	0.256
T0009	C036	20.590	0.127
T0011	C036	15.560	0.347
T0012	C036	24.626	0.119
T0014	C036	8.236	0.297
T0016	C036	17.992	0.325
T0017	C036	14.665	0.295
T0018	C036	29.958	0.314
T0020	C036	12.286	0.272
T0021	C036	18.621	0.242
T0000	C037	12.352	0.328
T0001	C037	10.328	0.344
T0002	C037	22.868	0.185
T0003	C037	15.314	0.308
T0004	C037	28.069	0.176
T0006	C037	17.761	0.132
T0007	C037	19.496	0.191
T0008	C037	12.761	0.178
T0009	C037	27.763	0.120
T0010	C037	26.797	0.243
T0011	C037	29.939	0.127
T0012	C037	8.374	0.210
T0014	C037	14.282	0.300
T0015	C037	8.382	0.266
T0016	C037	19.602	0.136
T0017	C037	26.729	0.213
T0018	C037	21.713	0.275
T0019	C037	13.277	0.194
T0020	C037	14.019	0.265
T0021	C037	27.905	0.188
T0000	C038	9.726	0.132
T0001	C038	27.419	0.204
T0002	C038	29.114	0.342
T0003	C038	13.284	0.182
T0004	C038	13.679	0.187
T0005	C038	13.306	0.287
T0006	C038	17.802	0.218
T0007	C038	23.063	0.106
T0008	C038	18.178	0.185
T0010	C038	15.710	0.106
T0011	C038	17.674	0.194
T0012	C038	20.688	0.164
T0013	C038	19.628	0.173
T0014	C038	17.848	0.121
T0015	C038	9.159	0.207
T0018	C038	11.395	0.160
T0019	C038	16.201	0.260
T0020	C038	18.768	0.206
T0021	C038	26.183	0.199
T0000	C039	13.983	0.214
T0001	C039	9.150	0.228
T0002	C039	12.038	0.162
T0003	C039	15.685	0.148
T0004	C039	19.466	0.200
T0005	C039	15.097	0.154
T0006	C039	21.198	0.122
T0007	C039	14.768	0.345
T0009	C039	23.318	0.186
T0010	C039	27.264	0.327
T0011	C039	22.006	0.345
T0012	C039	22.870	0.263
T0015	C039	12.573	0.236
T0016	C039	15.770	0.315
T0017	C039	23.110	0.234
T0018	C039	12.294	0.302
T0019	C039	27.877	0.256
T0020	C039	12.191	0.250
T0021	C039	23.326	0.124
T0001	C040	17.676	0.285
T0002	C040	17.788	0.173
T0003	C040	8.689	0.164
T0004	C040	10.643	0.121
T0005	C040	16.223	0.232
T0006	C040	23.793	0.180
T0007	C040	8.013	0.312
T0008	C040	21.757	0.176
T0009	C040	16.278	0.251
T0010	C040	26.315	0.294
T0011	C040	24.640	0.336
T0012	C040	12.191	0.333
T0014	C040	25.062	0.333
T0015	C040	25.174	0.174
T0016	C040	19.185	0.218
T0017	C040	22.354	0.275
T0018	C040	8.989	0.123
T0019	C040	29.926	0.286
T0021	C040	10.939	0.196
T0003	C041	23.640	0.291
T0005	C041	8.734	0.178
T0006	C041	13.999	0.247
T0007	C041	13.458	0.124
T0008	C041	19.352	0.248
T0010	C041	13.613	0.119
T0012	C041	22.444	0.303
T0013	C041	27.874	0.183
T0014	C041	16.886	0.286
T0015	C041	14.108	0.162
T0016	C041	18.032	0.139
T0017	C041	20.495	0.193
T0018	C041	26.546	0.260
T0019	C041	14.674	0.317
T0021	C041	8.507	0.121
T0000	C042	27.083	0.281
T0001	C042	19.885	0.129
T0002	C042	29.999	0.151
T0003	C042	26.714	0.263
T0004	C042	13.230	0.283
T0007	C042	24.384	0.303
T0008	C042	24.622	0.196
T0009	C042	8.009	0.281
T0010	C042	8.941	0.116
T0011	C042	12.583	0.283
T0012	C042	20.869	0.238
T0013	C042	26.804	0.209
T0014	C042	22.656	0.201
T0015	C042	28.964	0.288
T0016	C042	18.913	0.254
T0017	C042	9.601	0.236
T0019	C042	29.584	0.193
T0021	C042	13.988	0.153
T0002	C043	20.856	0.236
T0003	C043	26.097	0.309
T0004	C043	26.197	0.338
T0005	C043	8.205	0.147
T0006	C043	17.351	0.329
T0007	C043	23.388	0.138
T0008	C043	23.629	0.329
T0010	C043	19.039	0.345
T0011	C043	9.556	0.145
T0012	C043	15.152	0.277
T0013	C043	25.784	0.110
T0014	C043	25.561	0.276
T0016	C043	21.502	0.316
T0017	C043	10.380	0.171
T0019	C043	18.372	0.318
T0020	C043	25.396	0.218
T0021	C043	9.696	0.150
T0000	C044	19.819	0.232
T0001	C044	21.966	0.125
T0002	C044	8.583	0.219
T0003	C044	28.690	0.190
T0004	C044	17.730	0.182
T0005	C044	14.043	0.229
T0006	C044	29.869	0.276
T0007	C044	18.030	0.338
T0009	C044	10.825	0.167
T0010	C044	11.969	0.323
T0011	C044	23.167	0.273
T0012	C044	19.412	0.257
T0013	C044	19.705	0.257
T0015	C044	11.824	0.227
T0016	C044	18.717	0.328
T0017	C044	19.184	0.218
T0018	C044	18.004	0.213
T0019	C044	25.011	0.347
T0021	C044	16.183	0.337
T0000	C045	9.970	0.116
T0002	C045	17.528	0.125
T0005	C045	28.070	0.242
T0006	C045	11.946	0.176
T0007	C045	16.105	0.112
T0008	C045	27.742	0.312
T0009	C045	15.742	0.213
T0010	C045	25.321	0.176
T0011	C045	20.083	0.310
T0012	C045	8.072	0.201
T0014	C045	21.779	0.133
T0015	C045	21.744	0.126
T0016	C045	20.909	0.197
T0017	C045	26.619	0.170
T0018	C045	24.625	0.249
T0019	C045	20.491	0.285
T0020	C045	13.962	0.263
T0021	C045	18.171	0.324
T0000	C046	20.131	0.242
T0001	C046	12.049	0.267
T0002	C046	19.733	0.213
T0003	C046	26.871	0.346
T0004	C046	28.020	0.218
T0005	C046	8.898	0.315
T0006	C046	14.105	0.176
T0007	C046	14.358	0.172
T0008	C046	15.918	0.289
T0011	C046	23.021	0.283
T0012	C046	16.783	0.148
T0013	C046	22.438	0.188
T0014	C046	9.478	0.296
T0017	C046	23.207	0.295
T0018	C046	21.421	0.147
T0019	C046	8.618	0.170
T0020	C046	20.905	0.299
T0000	C047	26.641	0.324
T0001	C047	15.344	0.144
T0002	C047	16.194	0.165
T0003	C047	21.973	0.165
T0004	C047	18.979	0.278
T0005	C047	22.100	0.324
T0006	C047	17.728	0.286
T0007	C047	15.504	0.142
T0008	C047	23.797	0.288
T0009	C047	19.914	0.119
T0010	C047	17.878	0.292
T0012	C047	29.233	0.143
T0015	C047	14.416	0.136
T0017	C047	29.257	0.302
T0018	C047	25.029	0.189
T0019	C047	17.370	0.275
T0020	C047	20.324	0.242
T0021	C047	18.343	0.205
T0000	C048	18.138	0.283
T0001	C048	11.911	0.110
T0002	C048	26.670	0.250
T0003	C048	28.581	0.305
T0004	C048	12.887	0.234
T0005	C048	21.118	0.120
T0006	C048	23.883	0.164
T0007	C048	24.467	0.148
T0009	C048	27.555	0.233
T0010	C048	13.673	0.115
T0012	C048	9.784	0.333
T0013	C048	20.785	0.330
T0014	C048	13.702	0.171
T0015	C048	22.971	0.156
T0016	C048	19.198	0.115
T0017	C048	22.468	0.138
T0018	C048	21.028	0.122
T0019	C048	25.422	0.214
T0020	C048	13.137	0.350
T0021	C048	20.283	0.103
T0000	C049	8.046	0.210
T0001	C049	13.377	0.176
T0002	C049	14.236	0.226
T0003	C049	20.329	0.337
T0004	C049	28.991	0.127
T0005	C049	13.300	0.334
T0006	C049	23.886	0.294
T0007	C049	10.211	0.303
T0008	C049	17.549	0.106
T0009	C049	25.623	0.274
T0010	C049	22.909	0.302
T0011	C049	24.402	0.345
T0014	C049	21.344	0.129
T0015	C049	22.518	0.201
T0016	C049	11.942	0.200
T0018	C049	27.047	0.147
